Klassenname,Beschreibung,Studio Name,Standort,Kategorie,Datum,URL_E,Zeit
,"Dieses Level ist für alle geeignet die an unserem Einsteigerkurs teilgenommen haben oder schon woanders Erfahrung an der Pole sammeln konnten. Was du hier auf jeden Fall beherrschen solltest: Einfach Spins wie Step around, Pirouette, Fireman, Back & Front Hook zudem einen Basic Climb und Cross knee seat, Martini Girl, Ornament, Cruxifix, Butterflyhandstand, Forearm Stand an die Pole. Eleganz, Kraft, Beweglichkeit und ein besseres Körpergefühl: Mit Pole Fitness stärkst du nicht nur deine Muskeln, sondern auch dein Selbstbewusstsein. Durch den Besuch unserer Kurse wirst du mit der Zeit an Kraft gewinnen und fitter werden. Der Spaß dabei steht natürlich immer im Vordergrund. Und damit deine Erfolge mit deiner Kraft wachsen bieten wir verschiedene Kursstufen an, die dich deinem persönlichen Ziel näher bringen. In diesem Level bauen wir auf den erlernten Grundlagen aus dem  Einsteigerkur sowie Pole Fitness All about Basics 1 auf und arbeiten an neuen Tricks und kurzen Kombinationen mit denen auch zunehmend deine Kraft und Ausdauer wächst. Hinweis zur Bekleidung: Am besten kurze Hose und T-Shirt/Sport BH. Wasser und Handtuch einpacken und vorher nicht eincremen",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Aerial Dance,"Mittwoch, 24. Januar 2024",https://www.eversports.de/e/class/v6j-8OG,18:45 - 19:45
,"In dieser Stunde wird besonders an etwas schwierigen Basis Elementen gearbeitet um deine Technik an der Pole zu festigen und auch um deine Bewegungen an der Pole fließender zu machen. Klingt langweilig? Lass dich da mal nicht täuschen ... Hast du je bewundert wie einfach Bewegungen trotzdem absolut faszinierend aussehen? Die Antwort ist: Immer und immer wieder üben bis du sie mit geschlossenen Augen tun kannst. Und genau dafür ist diese Stunde gedacht. Es gibt immer eine Möglichkeit die Bewegung noch sauberer auszuführen, sie einen ticken schwieriger zu gestalten oder auch einfach nur an den Punkt zu kommen wo du deinen eigenen Stil mit einbringst. Du wirst merken je besser die Basis sitzt umso einfacher ist es auch auf fortgeschrittenem Level neues zu lernen. Zudem ... Basis Elemente sind nicht nur einfach Spins oder Pole Seats sondern auch Leghangs und Inverts vom Boden und in der Luft werden dir neben ein paar anderen tollen Sachen in dieser Stunde begegnen. Ähnlich wie bei den Pole Fitness Shapes Kursen werden dir auch hier immer mal wieder unterschiedliche Schwierigkeitsstufen für die gleiche Sache dabei sein. Dieses Level ist für alle die das Gefühl haben noch einen Übergang zur Mittelstufe zu brauchen oder auch nur den Drill zum letzten i-Tüpfelchen zu wollen. In dieser Stunde begegnen dir kurze Combos aber auch zum Beispiel ein Butterfly, Superman, Vorbereitung zur Aeysha … viele tolle Moves mit einem Ein- und Ausgang die viel Geduld und kontinuierliches wiederholen brauchen. Du hast schon mal woanders Pole Fitness probiert? Dann kannst du natürlich auch direkt ohne Einsteigerkurs oder andere Kurse bei uns einsteigen. Was du hier auf jeden Fall beherrschen solltest: Einfach Spins wie Step around, Pirouette, Fireman, Back & Front Hook zudem einen Basic Climbs (2-3 in Folge) Crucifix und Cross Knee-Seat, Invert vom Boden & Outsideleghang Hinweis zur Bekleidung: Am besten kurze Hose und T-Shirt/Sport BH. Wasser und Handtuch einpacken und vorher nicht eincremen",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Polesport,"Mittwoch, 24. Januar 2024",https://www.eversports.de/e/class/DwN2VMH,20:00 - 21:00
,"Hinweis zur Kleidung: Lässige und lockere Sportkleidung, Turnschuhe bzw. Sneaker (helle Sohle) Tanz mit uns aus der Reihe!  Lerne coole Hip Hop Moves und Tanzelemente wie zum Beispiel Waacking, Locking und Popping zu aktueller wie auch Old School Hip Hop Musik. In diesem Kurs lernt ihr die Basic-Schritte der verschiedenen Stile und wie sie sich auf vielerlei Songs kombinieren lassen. In dieser Stunde kommt ganz viel Spaß mit einem Training zusammen, das zeitgleich Kraft, Ausdauer, Koordination und Mobilität fordert. Nebenbei entwickelst du deinen ganz eigenen Stil. Hip Hop umfasst alle Tanzstile, die sich hauptsächlich in den Straßen der amerikanischen Ghettos oder auf Schulhöfen entwickelt haben. Dazu gehören u.a. Breakdance, Popping, Locking, New Style. Hip Hop lebt von Improvisation. .",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Krafttraining,"Donnerstag, 25. Januar 2024",https://www.eversports.de/e/class/Tip4Ppe,18:00 - 19:00
,"Hinweis: Bitte bringe deine eigene Matte, kleines Handtuch, weiße Socken und was zu Trinken mit. Steigere deine Flexibilität um anspruchsvollere Pole-Moves zu lernen oder einfach um rundum zu entspannen. Finde mit kontinuierlichem Stretching das fehlende Bindeglied zu deinem Training und schützte deine Muskeln vor Verletzungen und richtet deinen Körper neu aus. Mit diesem 60-Minütigen Kurs bereitest du dich zudem ideal auf den nachfolgenden Aerial Kurs vor :) Aber auch im Anschluss an einen Kurs ist Stretching immer gut",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Aerial Dance,"Donnerstag, 25. Januar 2024",https://www.eversports.de/e/class/wq5uN-C,18:00 - 19:00
,"Eleganz, Kraft, Beweglichkeit und ein besseres Körpergefühl: Mit Pole Fitness stärkst du nicht nur deine Muskeln, sondern auch dein Selbstbewusstsein. Durch den Besuch unserer Kurse wirst du mit der Zeit an Kraft gewinnen und fitter werden. Der Spaß dabei steht natürlich immer im Vordergrund. Und damit deine Erfolge mit deiner Kraft wachsen bieten wir verschiedene Kursstufen an, die dich deinem persönlichen Ziel näher bringen. Dieses Level ist für alle geeignet die bereits Pole Fitness gemacht haben und eine gewisse Ausdauer sowie eine gute Basis an Kraft haben um mit dem eigenen Körpergewicht zu arbeiten. Was du hier auf jeden Fall beherrschen solltest: Straddle Invert, Inside - &Outside Leghang, Butterfly, Jasmine, Genie, Ornament, Tinkerbell. Hinweis zur Bekleidung: Am besten kurze Hose und T-Shirt/Sport BH. Wasser und Handtuch einpacken und vorher nicht eincremen",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Aerial Dance,"Donnerstag, 25. Januar 2024",https://www.eversports.de/e/class/SRbIjyY,19:10 - 20:10
,"Eleganz, Kraft, Beweglichkeit und ein besseres Körpergefühl: Beim Ballett Bijou lernst du Elemente aus dem klassischen Ballett und bekommst so ein besseres Körpergefühl, verbesserst deine Beweglichkeit und lernst Kraftvollen Bewegungen die gewisse Eleganz und Leichtigkeit zu verleihen. Langfristig formst du also nicht nur deinen Körper, sondern arbeitest gleichzeitig an einer besseren Ausführung deiner Bewegungen und stärkst und streckst dabei deine Muskeln. Hinweis zur Bekleidung: Am besten kurze Hose oder Leggings und T-Shirt/Sport BH und Socken. Wasser und Handtuch bereitstellen.",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Aerial Dance,"Donnerstag, 25. Januar 2024",https://www.eversports.de/e/class/lKGl-eD,19:15 - 20:15
,"Vergesst alles, was die Woche nicht geklappt hat, ob ihr guten oder schlechten Grip hattet und Flow it Out! Dieser Kurs ist die perfekte Ergänzung zu Pole Fitness. Jedoch geht es vielmehr darum, Bewegungen elegant zu verbinden und mit der Musik zu tanzen. Hier lernt ihr Tanzgrundlagen und Bewegungen, die dann an der Pole zu einem schönen Flow verbunden werden. Im Fokus steht jedoch einfach Spaß zu haben. Du solltest für die Teilnahme bereits Erfahrung an der Pole haben oder unseren Einsteigerkurs besucht haben. Hinweis zur Bekleidung: Bitte Knieschoner, Kniestrümpfe, lange und kurze Hose und T-Shirt mitbringen. Dazu Handtuch und Wasser einpacken und vor dem Training nicht eincremen.",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Poledance,"Donnerstag, 25. Januar 2024",https://www.eversports.de/e/class/MkM0WiU,20:20 - 21:20
,"INFO: Bei dem Vormittag & Mittagskursen öffnet das Studio 10 Minuten vor Kursbeginn. Eleganz, Kraft, Beweglichkeit und ein besseres Körpergefühl: Mit Pole Fitness stärkst du nicht nur deine Muskeln, sondern auch dein Selbstbewusstsein. Durch den Besuch unserer Kurse wirst du mit der Zeit an Kraft gewinnen und fitter werden. Der Spaß dabei steht natürlich immer im Vordergrund. Und damit deine Erfolge mit deiner Kraft wachsen bieten wir verschiedene Kursstufen an, die dich deinem persönlichen Ziel näher bringen. Unter anderem Pole Fitness Shapes für Anfänger & Mittelstufe: Dieses Level ist für alle offen, vorausgesetzt der Einsteigerkurs ist abgeschlossen oder es besteht bereits Erfahrung an der Pole. Wir bauen auf den erlernten Grundlagen aus dem Einsteigerkurs auf und arbeiten an neuen Shapes mit denen auch zunehmend deine Kraft und Ausdauer wächst. Aber keine Sorge auch Schüler aus den Anfängerkursen oder der Mittelstufe lernen hier neues. In diesem Kurs liegt der Fokus mehr auf einzelne Figuren mit unterschiedlichen Schwierigkeitsstufen und leichte Übergänge sowie ein sicherer Ein- & Ausgang. Dies ist genau der richtige Kurs um einzelne Element zu lernen und an verschiedenen Schwierigkeitsgraden zu arbeiten. Zudem sind die Stunden auch perfekt um an deiner Kraft, Ausdauer und Flexibilität zu arbeiten. Also eine sehr gute Möglichkeit um dein Können zu perfektionieren. Du hast schon mal woanders Pole Fitness probiert? Dann kannst du natürlich auch direkt ohne Schnupperkurs einsteigen. Was du hier auf jeden Fall beherrschen solltest: Einfach Spins wie Step around, Pirouette, Fireman, Back &amp; Front Hook zudem einen Basic Climb und Cross knee seat Hinweis zur Bekleidung: Am besten kurze Hose und T-Shirt/Sport BH. Wasser und Handtuch einpacken und vorher nicht eincremen",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Polesport,"Freitag, 26. Januar 2024",https://www.eversports.de/e/class/rrPhopE,10:30 - 11:30
,"In dieser Stunde wird besonders an etwas schwierigen Basis Elementen gearbeitet um deine Technik an der Pole zu festigen und auch um deine Bewegungen an der Pole fließender zu machen. Klingt langweilig? Lass dich da mal nicht täuschen ... Hast du je bewundert wie einfach Bewegungen trotzdem absolut faszinierend aussehen? Die Antwort ist: Immer und immer wieder üben bis du sie mit geschlossenen Augen tun kannst. Und genau dafür ist diese Stunde gedacht. Es gibt immer eine Möglichkeit die Bewegung noch sauberer auszuführen, sie einen ticken schwieriger zu gestalten oder auch einfach nur an den Punkt zu kommen wo du deinen eigenen Stil mit einbringst. Du wirst merken je besser die Basis sitzt umso einfacher ist es auch auf fortgeschrittenem Level neues zu lernen. Zudem ... Basis Elemente sind nicht nur einfach Spins oder Pole Seats sondern auch Leghangs und Inverts vom Boden und in der Luft werden dir neben ein paar anderen tollen Sachen in dieser Stunde begegnen. Ähnlich wie bei den Pole Fitness Shapes Kursen werden dir auch hier immer mal wieder unterschiedliche Schwierigkeitsstufen für die gleiche Sache dabei sein. Dieses Level ist für alle die das Gefühl haben noch einen Übergang zur Mittelstufe zu brauchen oder auch nur den Drill zum letzten i-Tüpfelchen zu wollen. In dieser Stunde begegnen dir kurze Combos aber auch zum Beispiel ein Butterfly, Superman, Vorbereitung zur Aeysha … viele tolle Moves mit einem Ein- und Ausgang die viel Geduld und kontinuierliches wiederholen brauchen. Du hast schon mal woanders Pole Fitness probiert? Dann kannst du natürlich auch direkt ohne Einsteigerkurs oder andere Kurse bei uns einsteigen. Was du hier auf jeden Fall beherrschen solltest: Einfach Spins wie Step around, Pirouette, Fireman, Back & Front Hook zudem einen Basic Climbs (2-3 in Folge) Crucifix und Cross Knee-Seat, Invert vom Boden & Outsideleghang Hinweis zur Bekleidung: Am besten kurze Hose und T-Shirt/Sport BH. Wasser und Handtuch einpacken und vorher nicht eincremen",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Polesport,"Freitag, 26. Januar 2024",https://www.eversports.de/e/class/tTdJNY5,17:00 - 18:00
,"Als Bekleidung am besten Leggings, enges T-Shirt mit Ärmeln/Sport BH. Wasser und Handtuch einpacken.Bitte keine langen künstlichen Fingernägel. In diesem Kurs lernst du mit dem Tuch zu fliegen. Bekannt auch als Vertikaltuch, bietet das Silk noch einmal ganz andere Möglichkeiten deine Flügel auszubreiten. Lerne Drehungen, akrobatische Elemente im Tuch mit und ohne Bodenkontakt. Mit der Zeit wirst du nicht nur ein ganz neues Körperbewusstsein erleben sondern auch mit dem Tuch in der Luft tanzen. In einer Unterrichtseinheit bist du gemeinsam mit jemanden am Silk und bekommst deinem Level entsprechend angepasste Übungen. Was du auf jeden fall beherrschen solltest: Klettern & Invert am Tuch, Hip Key/Scissor, Mermaid, Dragonfly, Fußknoten vom Boden sowie in der Luft, gute Ausdauer & Kraft in den Armen!",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Aerial Silk,"Freitag, 26. Januar 2024",https://www.eversports.de/e/class/Q4uVr2v,18:00 - 19:00
,"In dieser Stunde wird besonders an Basis Elementen gearbeitet um deine Technik an der Pole zu festigen und auch um deine Bewegungen an der Pole fließender zu machen. Klingt langweilig? Lass dich da mal nicht täuschen ... Hast du je bewundert wie einfach Bewegungen trotzdem absolut faszinierend aussehen? Die Antwort ist: Immer und immer wieder üben bis du sie mit geschlossenen Augen tun kannst. Und genau dafür ist diese Stunde gedacht. Es gibt immer eine Möglichkeit die Bewegung noch sauberer auszuführen, sie einen ticken schwieriger zu gestalten oder auch einfach nur an den Punkt zu kommen wo du deinen eigenen Stil mit einbringst. Du wirst merken je besser die Basis sitzt umso einfacher ist es auch auf fortgeschrittenem Level neues zu lernen. Zudem ... Basis Elemente sind nicht nur einfach Spins oder Pole Seats, auch der Outside oder Insideleghang wird dir in dieser Stunde begegnen. Ähnlich wie bei den Pole Fitness Shapes Kursen werden dir auch hier immer mal wieder unterschiedliche Schwierigkeitsstufen für die gleiche Sache dabei sein. Dieses Level ist für alle offen, vorausgesetzt der Einsteigerkurs ist abgeschlossen oder es besteht bereits Erfahrung an der Pole. Du hast schon mal woanders Pole Fitness probiert? Dann kannst du natürlich auch direkt ohne Einsteigerkurs einsteigen. Was du hier auf jeden Fall beherrschen solltest: Einfach Spins wie Step around, Pirouette, Fireman, Back & Front Hook zudem einen Basic Climb und Cross Knee-Seat Hinweis zur Bekleidung: Am besten kurze Hose und T-Shirt/Sport BH. Wasser und Handtuch einpacken und vorher nicht eincremen",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Polesport,"Freitag, 26. Januar 2024",https://www.eversports.de/e/class/ZFb5QAW,18:15 - 19:15
,"Schwerelos Yoga im Tuch zu üben. Egal ob für Yoga geübte oder totale Neulinge, diese zusätzlich Dimension schafft Flexibilität, Leichtigkeit, Kraft, Freude und Entspannung. Dabei ist Aerial Yoga, wie Yoga auf der Matte, mal ruhig, restorativ und entspannend – kann aber auch verspielt, dynamisch und kraftvoll sein. Es geht um Kontrolle abgeben und viel um Vertrauen, mal die Perspektive wechseln und den Mut haben seine eigenen Grenzen zu überschreiten. Aerial Yoga ist eine bunte Mischung aus allem mit jeder Menge Spaß und Freude. Aerial Yoga hat eine positive Wirkung auf das Nerven und Lymphsystem und eine harmonisierende Wirkung auf Körper und Geist. Es werden alle Muskelgruppen und auch die Tiefenmuskulatur angesprochen. Positiver Nebeneffekt: Im Tuch gibt es die Faszienmassage gratis dazu und das Gleichgewicht und das Gefühl für die Schwerkraft wird ebenfalls geschult. Hinweis zur Bekleidung: Lange bequeme Hose/Leggings und T-Shirt mit Ärmeln. Dazu Wasser und Handtuch einpacken :)",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Aerial Yoga,"Freitag, 26. Januar 2024",https://www.eversports.de/e/class/pQ7EKpF,18:15 - 19:15
,"In diesem Kurs lernst du mit dem Tuch zu fliegen. Bekannt auch als Hammock, bietet das Tuch in U-Form noch einmal ganz andere Möglichkeiten deine Flügel auszubreiten. Lerne Drehungen, akrobatische Elemente im Tuch mit und ohne Bodenkontakt. Mit der Zeit wirst du nicht nur ein ganz neues Körperbewusstsein erleben sondern auch mit dem Tuch in der Luft tanzen. Beim Aerial Sling geht es darum, sich durch bestimmte Bewegungen mit dem eigenen Körper so in das Tuch einzudrehen, dass man sich anschließend hängen oder sogar fallen lassen kann. Das Ganze erfordert Kraft und Körperspannung, verbunden mit Eleganz, Flexibilität und Ausdruck. Du solltest für diesen Kurs bereits Erfahrung im Aerial Yoga gesammelt haben. Als Bekleidung am besten Leggings, enges T-Shirt mit langen Ärmeln/Sport BH. Wasser und Handtuch einpacken.",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Aerial Silk,"Freitag, 26. Januar 2024",https://www.eversports.de/e/class/O9dapY6,19:30 - 20:30
,"Mitzubringen: eigene Matte, Handtuch, was zu trinken und weiße Socken. Level 1: Für Anfänger geeignet! Also auch wenn du wenig bis keine Erfahrung mit Handstand- und Kopfstandübungen hast. Der Fokus liegt darauf einen sicheren Weg zu finden und deinen Körper schritt für schritt an die nötige Balance heranzuführen. Es ist aber absolut okay wenn du noch nicht frei aufschwingen kannst und dich auch noch unsicher fühlst einen Handstand an die Wand zu machen. Erste Erfahrungen mit einem Handstand/Kopfstand an die Wand sind von Vorteil aber kein muss! Level 2: Für alle die bereits erste Erfolge mit einem Handstand an die Wand halten sowie im freien Raum ohne Hilfestellung aufschwingen können und nicht gleich wieder umfallen.",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Krafttraining,"Samstag, 27. Januar 2024",https://www.eversports.de/e/class/7srevwj,11:45 - 12:45
