PoleStudio_Name,Adresse,PLZ,Stadt,Straße,Buttons,Pole Studio Beschreibung,Ratingscore,Reviewanzahl,Rating Faktoren,E-Mail,Homepage,Telefon,URL_S,Art,Angebot,Bildergalerie,Created Date,Updated Date
,"['Mövenstraße 30', ' 85652 Pliening']",85652,Pliening,Mövenstraße 30,['Übersicht'],"Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",,,"['Raumqualität: 0.0', 'Freundlichkeit & Service: 0.0', 'Sauberkeit: 0.0', 'Atmosphäre: 0.0', 'Preis-Leistung: 0.0']", info@dancingstyle.de,,+4901743261206,https://www.eversports.de/s/Dancingstyle,"['(Noch keine Bewertungen)', 'Tanzen', 'Poledance']",,[],2024-01-24 17:29:59,2024-01-24 17:29:59
,"['Zschochersche Straße 79B ', ' 04229 Leipzig']",04229,Leipzig,Zschochersche Straße 79B ,"['Übersicht', 'Klassen', 'Preise', 'Team']","Hallo,und schön, dass Du auf unserer Seite gelandet bist! Seit 2015 gibt es den Aerial Circus nun schon, einen Ort, an dem Begegnung stattfindet, getanzt wird und du an verschiedensten Luftrequisiten über dich hinaus wachsen kannst. Wir haben viele spannende Kurse, regelmäßige Auftritte, tolle Trainer_Innen und natürlich Teilnehmende. In unserem 55m² Studio kannst du dich an sechs Poles, vier Vertikaltüchern (Aerial Silks) und vier Luftringen (Aerial Hoops) austoben.Für schwierigere Elemente stehen Crash-Matten bereit. Zum Kraftaufbau stellen wir ein Kletterseil, Gymnastikbälle und eine Sprossenwand zur Verfügung. Wer sich in Flexibilität steigern möchte findet ebenfalls Matten, Yogawheels, -blöcke und -gurte, sowie Faszienrollen und -bälle.Wir freuen uns sehr über neue und alte Gesichter in unserem wunderschönen Studio! Ganz herzliche Grüße,Lena und das gesamte Aerial Circus Team (mit Sina, Paula, Max, Josi, Anne, Anna und Mareen).","4,9",4 Rezensionen,"['Raumqualität: 4.8', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 5.0']", aerial-circus@mail.de,http://www.aerial-circus.de,+49 15774280801,https://www.eversports.de/s/Aerial-Circus,"['Yoga', 'Poledance', 'Aerial Dance', 'Poledance', 'Aerial Silk', 'Luftartistik', 'Poledance', 'Tanz', 'Yoga', 'Aerial Silk', '4 Rezensionen', 'Yoga', 'Poledance', 'Krafttraining', 'Akrobatik', 'Power Pole', 'Aerial Silk', 'Aerial Dance', 'Aerial Hoop', 'Hatha Yoga', 'Ashtanga Yoga', 'Tanz', 'Mobility', 'Heels', 'Dehnung/Flexibilität', 'Acro Flow', 'Fitness und Yoga', 'Exotic', 'Yoga Flow', 'Ganzkörpertraining', 'Luftartistik', 'Zirkus', 'Stretch Flow', 'Vertikaltuch', 'Luftring', 'Aktivitäten für Kinder']",Zum Stundenplan,"['https://files.eversports.com/06368e9c-97c8-4e7e-a099-77ad967baf63/7a08d1d0-322e-492f-be8a-d6a2fc273560jpg-largejpeg-x-large.webp', 'https://files.eversports.com/de4ce42a-57b2-416f-a7ec-36aab51310a6/91812338-5da3-4ca4-9462-38bd5c26898a_1_105_cjpeg-largejpeg-small.webp', 'https://files.eversports.com/262d2795-74dd-463f-af13-9bde23ea7b5a/8f8142ab-822a-4265-98b1-852c72d231bf_1_105_cjpeg-largejpeg-small.webp', 'https://files.eversports.com/22d7c2fa-3fdd-4f42-8ef0-91ad25a4bcca/7a10346a-76aa-4812-8db8-1e5cf7f75468_1_105_cjpeg-largejpeg-small.webp', 'https://files.eversports.com/bcc8d234-657d-4246-bb41-b40f36481859/6t6a2174-1jpg-small.webp']",2024-01-24 17:30:09,2024-01-24 17:30:09
,,,,,"['Übersicht', 'Klassen', 'Preise', 'Team']",LenaYogaPoledance+ 23Zum StundenplanJosephineAerial DancePoledance+ 8Zum StundenplanLucieAerial SilkLuftartistik+ 3Zum StundenplanMareenPoledanceTanz+ 7Zum StundenplanAlisaYogaAerial Silk+ 8Zum StundenplanAnnaKrafttrainingPoledance+ 11Zum StundenplanLena hooptrainerinAkrobatikAerial Dance+ 12Zum StundenplanPaulaYogaPoledance+ 15Zum StundenplanAnnePoledanceKrafttraining+ 23Zum StundenplanRicardoAerial SilkKrafttraining+ 9Zum StundenplanSinaPoledancePower Pole+ 10Zum Stundenplan,,,[], aerial-circus@mail.de,http://www.aerial-circus.de,+49 15774280801,https://www.eversports.de/s/Aerial-Circus/team,"['Yoga', 'Poledance', 'Aerial Dance', 'Poledance', 'Aerial Silk', 'Luftartistik', 'Poledance', 'Tanz', 'Yoga', 'Aerial Silk', 'Krafttraining', 'Poledance', 'Akrobatik', 'Aerial Dance', 'Yoga', 'Poledance', 'Poledance', 'Krafttraining', 'Aerial Silk', 'Krafttraining', 'Poledance', 'Power Pole']",Zum Stundenplan,"['https://files.eversports.com/06368e9c-97c8-4e7e-a099-77ad967baf63/7a08d1d0-322e-492f-be8a-d6a2fc273560jpg-largejpeg-x-large.webp', 'https://files.eversports.com/de4ce42a-57b2-416f-a7ec-36aab51310a6/91812338-5da3-4ca4-9462-38bd5c26898a_1_105_cjpeg-largejpeg-small.webp', 'https://files.eversports.com/262d2795-74dd-463f-af13-9bde23ea7b5a/8f8142ab-822a-4265-98b1-852c72d231bf_1_105_cjpeg-largejpeg-small.webp', 'https://files.eversports.com/22d7c2fa-3fdd-4f42-8ef0-91ad25a4bcca/7a10346a-76aa-4812-8db8-1e5cf7f75468_1_105_cjpeg-largejpeg-small.webp', 'https://files.eversports.com/bcc8d234-657d-4246-bb41-b40f36481859/6t6a2174-1jpg-small.webp']",2024-01-24 17:30:47,2024-01-24 17:30:47
,"['Timpweg 6 ', ' 9731 AL Groningen']",9731,AL,Timpweg 6 ,"['Übersicht', 'Klassen', 'Kurse', 'Videos', 'Preise', 'Team']","Workouts for women, by women.Wij zijn er om jou te inspireren en te motiveren om sterker, fitter en zelfverzekerder te worden. Onze workouts zijn van hoge kwaliteit, in een energieke atmosfeer en met een inspirerende community.Ga voor onze women only workouts. Best workouts in town!","4,8",34 Rezensionen,"['Raumqualität: 4.8', 'Freundlichkeit & Service: 4.9', 'Sauberkeit: 4.7', 'Atmosphäre: 4.9', 'Preis-Leistung: 4.8']", info@calipsostudio.nl,http://calipsostudio.nl,,https://www.eversports.de/s/CALIPSO-STUDIO,"['Tanzen', 'Aerobic', 'Barre-Training', 'Zirkeltraining', 'Pilates', 'Poledance', 'Poledance', 'HIIT', '34 Rezensionen', 'Pilates', 'Poledance', 'Zirkeltraining', 'Barre-Training', 'Flexibles Training', 'HIIT', 'Polesport', 'Bauch, Beine, Po', 'Sport für Schwangere', 'Streetdance', 'Pilates Mat', 'Fitboxen', 'Schwangerschaftsgymnastik', 'XCore', 'Ballett-Fitness', 'Cardio-Kickboxing', 'Pole Contempo']",Zum Stundenplan,"['https://files.eversports.com/6dd0d459-c331-467f-aa01-bb8b49ca6888/cl-31jpg-x-large.webp', 'https://files.eversports.com/86182b9f-709c-402e-8142-b3a6c3222095/cl-121jpg-small.webp', 'https://files.eversports.com/c61a7ecd-0d55-4886-a8cc-a60c4dd3c305/cl-115jpg-small.webp', 'https://files.eversports.com/0db5a74e-60f5-4b65-bc2f-f3add27a8d33/calipso-22april2022-79jpg-small.webp', 'https://files.eversports.com/3b82c330-0f7a-44fa-a74c-9a7f4a594f34/calipso-22april2022-83jpg-small.webp']",2024-01-24 17:31:04,2024-01-24 17:31:04
,,,,,"['Übersicht', 'Klassen', 'Kurse', 'Videos', 'Preise', 'Team']","LindaTanzenAerobic+ 5Zum StundenplanCarmenZum StundenplanIsabelleBarre-TrainingZirkeltraining+ 15Zum StundenplanHannekePilatesPoledance+ 15Zum StundenplanGerdaPoledanceHIITZum StundenplanAntoninaPoledanceZum StundenplanChantal R.SchwangerschaftsgymnastikSport für SchwangereZum StundenplanJudithBauch, Beine, PoGanzkörpertrainingZum StundenplanLaura H.Bauch, Beine, PoFlexibles Training+ 1Zum StundenplanClaireHIITZum StundenplanAnnemarijnFlexibles TrainingPower Yoga+ 2Zum StundenplanJavieraPoledancePolesportZum StundenplanKarinZum StundenplanLisaZum StundenplanChantal A.XCoreZum StundenplanLaura R.Flexibles TrainingPoledance+ 2Zum StundenplanAnneZumbaPoledance+ 7Zum StundenplanMyrtheBallettBarre-TrainingZum StundenplanSuzanneZirkeltrainingPoledance+ 15Zum StundenplanZanetaZumbaPoledance+ 7Zum Stundenplan",,,[], info@calipsostudio.nl,http://calipsostudio.nl,,https://www.eversports.de/s/CALIPSO-STUDIO/team,"['Tanzen', 'Aerobic', 'Barre-Training', 'Zirkeltraining', 'Pilates', 'Poledance', 'Poledance', 'HIIT', 'Poledance', 'Schwangerschaftsgymnastik', 'Sport für Schwangere', 'Bauch, Beine, Po', 'Ganzkörpertraining', 'Bauch, Beine, Po', 'Flexibles Training', 'HIIT', 'Flexibles Training', 'Power Yoga', 'Poledance', 'Polesport', 'XCore', 'Flexibles Training', 'Poledance', 'Zumba', 'Poledance', 'Ballett', 'Barre-Training', 'Zirkeltraining', 'Poledance', 'Zumba', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/6dd0d459-c331-467f-aa01-bb8b49ca6888/cl-31jpg-x-large.webp', 'https://files.eversports.com/86182b9f-709c-402e-8142-b3a6c3222095/cl-121jpg-small.webp', 'https://files.eversports.com/c61a7ecd-0d55-4886-a8cc-a60c4dd3c305/cl-115jpg-small.webp', 'https://files.eversports.com/0db5a74e-60f5-4b65-bc2f-f3add27a8d33/calipso-22april2022-79jpg-small.webp', 'https://files.eversports.com/3b82c330-0f7a-44fa-a74c-9a7f4a594f34/calipso-22april2022-83jpg-small.webp']",2024-01-24 17:31:04,2024-01-24 17:31:04
,"['Platenstraße 64 ', ' 90441 Nürnberg']",90441,Nürnberg,Platenstraße 64 ,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",5,10 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.9']", hello@flowfusion.de,http://www.flowfusion.de,+49 1629468932,https://www.eversports.de/s/flow-fusion-pole-aerial-dance-studio,"['Poledance', 'Mobility', 'Poledance', 'Zumba', 'Stretching', 'Mobility', 'Choreographie', 'Poledance', 'Poledance', 'Zumba', '10 Rezensionen', 'Zumba', 'Poledance', 'Stretching', 'Aerial Dance', 'Mobility', 'Contemporary Dance', 'Choreographie']",Zum Stundenplan,"['https://files.eversports.com/295ac655-c627-4675-b642-2af6eb50d099/dsc03023-edit-2jpg-x-large.webp', 'https://files.eversports.com/99e7becf-54c0-4be0-baed-a802fdae129a/dsc03064-edit2jpg-small.webp', 'https://files.eversports.com/902ac009-d481-4b83-8c85-874d463e41e8/dsc02955-edit2jpg-small.webp', 'https://files.eversports.com/80d62c98-c004-4533-a84f-a84ceaa33c52/dsc02999-edit2jpg-small.webp', 'https://files.eversports.com/62eb2750-23c0-460e-a2cc-e872f5cd9618/dsc02932-edit2jpg-small.webp']",2024-01-24 17:31:19,2024-01-24 17:31:19
,,,,,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']",LillyPoledanceMobilityZum StundenplanJeanPoledanceZumbaZum StundenplanMarianelaStretchingMobility+ 3Zum StundenplanSarahChoreographiePoledanceZum StundenplanTammyPoledanceZumba+ 5Zum Stundenplan,,,[], hello@flowfusion.de,http://www.flowfusion.de,+49 1629468932,https://www.eversports.de/s/flow-fusion-pole-aerial-dance-studio/team,"['Poledance', 'Mobility', 'Poledance', 'Zumba', 'Stretching', 'Mobility', 'Choreographie', 'Poledance', 'Poledance', 'Zumba']",Zum Stundenplan,"['https://files.eversports.com/295ac655-c627-4675-b642-2af6eb50d099/dsc03023-edit-2jpg-x-large.webp', 'https://files.eversports.com/99e7becf-54c0-4be0-baed-a802fdae129a/dsc03064-edit2jpg-small.webp', 'https://files.eversports.com/902ac009-d481-4b83-8c85-874d463e41e8/dsc02955-edit2jpg-small.webp', 'https://files.eversports.com/80d62c98-c004-4533-a84f-a84ceaa33c52/dsc02999-edit2jpg-small.webp', 'https://files.eversports.com/62eb2750-23c0-460e-a2cc-e872f5cd9618/dsc02932-edit2jpg-small.webp']",2024-01-24 17:32:12,2024-01-24 17:32:12
,"['Gelsenkirchener Straße 37 ', ' 46282 Dorsten']",46282,Dorsten,Gelsenkirchener Straße 37 ,"['Übersicht', 'Klassen', 'Preise', 'Team']","Secret Moves lädt dich herzlich ein, deine Welt auf den Kopf zu stellen.
Mit einer Vielfalt an verschiedenen Akrobatik- und Fitnessangeboten hast du die Möglichkeit, dich in verschiedenen Bereichen auszuprobieren und dir dein individuelles Training zusammenzustellen. Bei Secret Moves erwartet dich neben einer familiären Atmosphäre ein gesundheitsorientiertes Unterrichtskonzept mit fachkompetenten Trainerinnen. 
Egal, ob du bereits sportliche Vorerfahrung hast! 
Das Team von Secret Moves bringt dich mit jeder Menge Spaß an dein persönliches Fitness-Ziel.","4,9",68 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.8']", info@secret-moves.de,https://www.secret-moves.de/,+491702766191,https://www.eversports.de/s/secret-moves-athletic-dance-studio,"['Poledance', 'Fitness', 'Fitness', 'Poledance', 'Fitness', 'Poledance', 'Floorwork', 'Chairdance', 'Fitness', 'Poledance', '68 Rezensionen', 'Fitness', 'Poledance', 'Aerial Yoga', 'Barre-Training', 'Floorwork', 'Chairdance', 'Aerial Silk', 'Aerial Dance', 'Aerial Hoop', 'Aerial Akrobatik', 'twerXout®', 'Jumping Fitness', 'Online Klasse']",Zum Stundenplan,"['https://files.eversports.com/b3f06722-6554-40c9-b466-fdaa125db09a/_22b2424jpg-x-large.webp', 'https://files.eversports.com/6a9fe859-f450-414b-a521-2159e1b7e1bf/secret-moves-slideshow_05jpg-small.webp', 'https://files.eversports.com/501c49a6-7d84-4b69-a89b-0c755452ecc5/secret-moves-slideshow_02jpg-small.webp', 'https://files.eversports.com/4a38504c-2f16-4062-8564-2679ffbdbea2/secret-moves-slideshow_04jpg-small.webp', 'https://files.eversports.com/fd008d28-0e8b-4601-bb14-32b76e7b0ee4/_22b2430jpg-small.webp']",2024-01-24 17:32:22,2024-01-24 17:32:22
,,,,,"['Übersicht', 'Klassen', 'Preise', 'Team']",SandraPoledanceFitness+ 8Zum StundenplanAnniFitnessPoledance+ 8Zum StundenplanMichelleFitnessPoledance+ 11Zum StundenplanJenniferFloorworkChairdance+ 6Zum StundenplanLeaFitnessPoledance+ 4Zum StundenplanJuliaPoledanceZum StundenplanCaroFitnessFloorwork+ 4Zum StundenplanTabeaFitnessChairdance+ 6Zum StundenplanAnnemarieFitnessPoledance+ 1Zum StundenplanJocelynFitnessBarre-Training+ 6Zum StundenplanMatzeZum StundenplanOlliZum StundenplanEweJumping FitnessFitnessZum StundenplanBiancaZum StundenplanChristinaFitnessZum StundenplanGabiZum StundenplanJanFitnessFloorworkZum StundenplanLuciaFitnessPoledance+ 11Zum StundenplanMarvinZum StundenplanNadineFitnessJumping FitnessZum StundenplanNiciFitnessFloorwork+ 2Zum StundenplanTinaFitnessOnline KlasseZum StundenplanWalterFitnessZum Stundenplan,,,[], info@secret-moves.de,https://www.secret-moves.de/,+491702766191,https://www.eversports.de/s/secret-moves-athletic-dance-studio/team,"['Poledance', 'Fitness', 'Fitness', 'Poledance', 'Fitness', 'Poledance', 'Floorwork', 'Chairdance', 'Fitness', 'Poledance', 'Poledance', 'Fitness', 'Floorwork', 'Fitness', 'Chairdance', 'Fitness', 'Poledance', 'Fitness', 'Barre-Training', 'Jumping Fitness', 'Fitness', 'Fitness', 'Fitness', 'Floorwork', 'Fitness', 'Poledance', 'Fitness', 'Jumping Fitness', 'Fitness', 'Floorwork', 'Fitness', 'Online Klasse', 'Fitness']",Zum Stundenplan,"['https://files.eversports.com/b3f06722-6554-40c9-b466-fdaa125db09a/_22b2424jpg-x-large.webp', 'https://files.eversports.com/6a9fe859-f450-414b-a521-2159e1b7e1bf/secret-moves-slideshow_05jpg-small.webp', 'https://files.eversports.com/501c49a6-7d84-4b69-a89b-0c755452ecc5/secret-moves-slideshow_02jpg-small.webp', 'https://files.eversports.com/4a38504c-2f16-4062-8564-2679ffbdbea2/secret-moves-slideshow_04jpg-small.webp', 'https://files.eversports.com/fd008d28-0e8b-4601-bb14-32b76e7b0ee4/_22b2430jpg-small.webp']",2024-01-24 17:36:50,2024-01-24 17:36:50
,"['Mississippidreef 2 ', ' 3565 CG Utrecht']",3565,CG,Mississippidreef 2 ,"['Übersicht', 'Klassen', 'Videos', 'Preise', 'Team']","Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.","4,8",17 Rezensionen,"['Raumqualität: 4.7', 'Freundlichkeit & Service: 4.9', 'Sauberkeit: 4.8', 'Atmosphäre: 4.9', 'Preis-Leistung: 4.9']", info@aerial-studio.nl,https://www.aerial-studio.nl,+31 648539599,https://www.eversports.de/s/Aerial-Studio,"['Poledance', 'Aerial Yoga', 'Aerial Yoga', 'Poledance', 'Aerial Dance', 'Aerial Silk', 'Poledance', '17 Rezensionen', 'Poledance', 'Aerial Yoga', 'Aerial Silk', 'Aerial Hoop', 'Polesport', 'Sport für Schwangere', 'Burlesque', 'Workout', 'Dehnung/Flexibilität', 'Exotic', 'Contemporary Dance', 'Pole Contempo']",1 Angebot für Neukund:innen,"['https://files.eversports.com/eca53eeb-765a-4f65-8dc6-e3b2bb55cfb5/_mg_0433jpg-x-large.webp', 'https://files.eversports.com/48e0d790-a0db-4ea4-959e-f7a8eb12a9bd/1-mediumjpg-small.webp', 'https://files.eversports.com/aae814c4-f10d-4cca-b026-898828c5759f/8jpg-small.webp', 'https://files.eversports.com/207a57bb-3ac0-4212-a630-e59ea02b390d/burleske-354jpg-small.webp', 'https://files.eversports.com/63fc8851-027d-4ce5-87d7-651f64bd21aa/2015-08-fitadv-samantha2-2-a5jpg-small.webp']",2024-01-24 17:37:03,2024-01-24 17:37:03
,,,,,"['Übersicht', 'Klassen', 'Videos', 'Preise', 'Team']",samanthaZum StundenplanShelleyPoledanceAerial Yoga+ 6Zum StundenplanTetianaAerial YogaPoledance+ 6Zum StundenplansamAerial DanceAerial Silk+ 1Zum StundenplanSylviaPoledanceZum StundenplanFloorPoledanceZum StundenplanIrinaPoledanceZum StundenplanManonPoledanceZum StundenplanTessaAerial YogaPoledance+ 6Zum StundenplanLeahPolesportExotic+ 1Zum StundenplanIlonaPoledanceDehnung/Flexibilität+ 1Zum StundenplanAngeliquePoledanceZum StundenplanAngeliqueZum StundenplanAnnaZum StundenplanAnneZum StundenplanAriPoledanceAerial Yoga+ 3Zum StundenplanbettinaPoledanceZum StundenplanBiancaPoledanceZum StundenplanBritneyAerial SilkZum StundenplanCelinePoledanceZum StundenplanCilePoledanceZum StundenplanEden PoledanceAerial Yoga+ 3Zum StundenplanEllenPoledanceZum StundenplanFennaPoledanceZum StundenplanirisPoledanceAerial Silk+ 2Zum StundenplanJoesPoledanceAerial Yoga+ 3Zum StundenplanjolandaPoledanceAerial Yoga+ 2Zum Stundenplan,,,[], info@aerial-studio.nl,https://www.aerial-studio.nl,+31 648539599,https://www.eversports.de/s/Aerial-Studio/team,"['Poledance', 'Aerial Yoga', 'Aerial Yoga', 'Poledance', 'Aerial Dance', 'Aerial Silk', 'Poledance', 'Poledance', 'Poledance', 'Poledance', 'Aerial Yoga', 'Poledance', 'Polesport', 'Exotic', 'Poledance', 'Dehnung/Flexibilität', 'Poledance', 'Poledance', 'Aerial Yoga', 'Poledance', 'Poledance', 'Aerial Silk', 'Poledance', 'Poledance', 'Poledance', 'Aerial Yoga', 'Poledance', 'Poledance', 'Poledance', 'Aerial Silk', 'Poledance', 'Aerial Yoga', 'Poledance', 'Aerial Yoga']",Zum Stundenplan,"['https://files.eversports.com/eca53eeb-765a-4f65-8dc6-e3b2bb55cfb5/_mg_0433jpg-x-large.webp', 'https://files.eversports.com/48e0d790-a0db-4ea4-959e-f7a8eb12a9bd/1-mediumjpg-small.webp', 'https://files.eversports.com/aae814c4-f10d-4cca-b026-898828c5759f/8jpg-small.webp', 'https://files.eversports.com/207a57bb-3ac0-4212-a630-e59ea02b390d/burleske-354jpg-small.webp', 'https://files.eversports.com/63fc8851-027d-4ce5-87d7-651f64bd21aa/2015-08-fitadv-samantha2-2-a5jpg-small.webp']",2024-01-24 17:37:03,2024-01-24 17:37:03
,"['Erkelenzdamm 59 ', ' 10999 Berlin']",10999,Berlin,Erkelenzdamm 59 ,"['Übersicht', 'Klassen', 'Preise', 'Team']","Das YH Pole (and) Sports ist das Studio der Weltmeisterin Yvonne Haug im Pole Sport und Pole Acrobatic. Lerne Pole Dance, Pole Sport von der Weltmeisterin und ihren lieben Trainerinnen mitten in Berlin im schönen Kreuzberg am Erkelenzdamm 59 im Elizabeth Hof. Das Studio befindet sich inmitten des charmanten Elizabeth Hofes. Die Umgebung ist lebendig und geschäftig, sie spornt an, Leistung zu bringen und zwar für dich! Es ist das Bestreben der Trainerinnen mit Spaß und Professionalität dich zu fördern und dir den Pole Sport / Pole Dance mit Begeisterung näher zu bringen. Die hohen Stangen sind auch für Doubles und Profis geeignet. Gerne wird dir auch Training am Hoop angeboten. Schau unbedingt vorbei ins YH Pole (and) Sports.",5,37 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.9']", team@pole-and-sports.de,http://yvonne-haug-pole-and-sports.de/,+491638262787,https://www.eversports.de/s/yh-pole-and-sports-berlin,"['Poledance', 'Aerial Hoop', 'Fitness', 'Poledance', 'Poledance', 'Power Pole', 'Power Pole', 'Polesport', 'Fitness', 'Personal Training', '37 Rezensionen', 'Fitness', 'Poledance', 'Personal Training', 'Power Pole', 'Aerial Hoop', 'Polesport']",1 Angebot für Neukund:innen,"['https://files.eversports.com/a7741e1d-20d1-42d2-b273-e7f48fe27d31/20190123_160411jpg-x-large.webp', 'https://files.eversports.com/76bc2536-76ea-488a-906d-86956d52ff3c/fb_img_1545086818624jpg-small.webp', 'https://files.eversports.com/2e473c0f-d52c-4292-89df-39401ceaacad/20191015_125856jpg-small.webp', 'https://files.eversports.com/09e7017f-55d4-48ab-b91e-d7447b146a13/portrait-yvonne-1jpg-small.webp', 'https://files.eversports.com/ef04edda-3364-4b8b-b175-037a43de4257/2018-wm-yogini-yvijpg-small.webp']",2024-01-24 17:37:12,2024-01-24 17:37:12
,,,,,"['Übersicht', 'Klassen', 'Preise', 'Team']",AriPoledanceAerial Hoop+ 3Zum StundenplanEvelynFitnessPoledance+ 4Zum StundenplanYvonnePoledancePower Pole+ 1Zum StundenplanHerminePower PolePolesport+ 3Zum StundenplanKatjaFitnessPersonal Training+ 2Zum StundenplanMarianneFitnessPoledance+ 3Zum StundenplanVerenaFitnessPoledance+ 3Zum Stundenplan,,,[], team@pole-and-sports.de,http://yvonne-haug-pole-and-sports.de/,+491638262787,https://www.eversports.de/s/yh-pole-and-sports-berlin/team,"['Poledance', 'Aerial Hoop', 'Fitness', 'Poledance', 'Poledance', 'Power Pole', 'Power Pole', 'Polesport', 'Fitness', 'Personal Training', 'Fitness', 'Poledance', 'Fitness', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/a7741e1d-20d1-42d2-b273-e7f48fe27d31/20190123_160411jpg-x-large.webp', 'https://files.eversports.com/76bc2536-76ea-488a-906d-86956d52ff3c/fb_img_1545086818624jpg-small.webp', 'https://files.eversports.com/2e473c0f-d52c-4292-89df-39401ceaacad/20191015_125856jpg-small.webp', 'https://files.eversports.com/09e7017f-55d4-48ab-b91e-d7447b146a13/portrait-yvonne-1jpg-small.webp', 'https://files.eversports.com/ef04edda-3364-4b8b-b175-037a43de4257/2018-wm-yogini-yvijpg-small.webp']",2024-01-24 17:38:00,2024-01-24 17:38:00
,"['Alter Postweg 125', ' 26133 Oldenburg']",26133,Oldenburg,Alter Postweg 125,"['Übersicht', 'Klassen', 'Preise', 'Team']","„PoleWirbel“ - Dreh dich wie der Wind. Überzeuge dich selbst vom besten Ganzkörpertraining. Pole Dance kann sowohl athletisch als auch sportlich sein. Alle Altersstufen sind herzlich willkommen.
Das Studio befindet sich in den Räumlichkeiten der Tanzschule „New Revolution“. Diese ist leicht mit dem PKW zu erreichen, da es nahe der Autobahnabfahrt Sandkrug liegt. Parkplätze vor der Halle sind vorhanden. Trainiert wird in einer großen Halle mit einer großen Spiegelwand, an freistehenden X-Pole Stage Stangen, 3 Meter hoch.
Lerne Pole Dance im Einzeltraining oder in einer kleinen Gruppe von 2 Personen. So kann ich auf dich und deine Bedürfnisse genau eingehen mit speziellen Übungen, die auf dich abgestimmt sind.","4,9",9 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 4.9', 'Preis-Leistung: 4.6']", info@polewirbel.de,https://www.polewirbel.de/,+49 17623458890,https://www.eversports.de/s/polewirbel,"['Poledance', '9 Rezensionen', 'Yoga', 'Poledance']",4 Angebote für Neukund:innen,"['https://files.eversports.com/edbec6bd-19be-4afb-86d7-b2f48b5c43ef/img-20160613-wa00021jpg-x-large.webp', 'https://files.eversports.com/b1bd0c74-4c59-4ba4-b271-bd4e6074b79a/20221023_160213jpg-small.webp', 'https://files.eversports.com/b8d56168-4a3e-482c-a840-2378513579c8/videocapture_20221023-162749-1jpg-small.webp', 'https://files.eversports.com/2cc897ea-d8a0-41c2-9471-92c0ace3a957/20221229_103644jpg-small.webp']",2024-01-24 17:38:08,2024-01-24 17:38:08
,,,,,"['Übersicht', 'Klassen', 'Preise', 'Team']",AnikaZum StundenplanMandyPoledanceZum Stundenplan,,,[], info@polewirbel.de,https://www.polewirbel.de/,+49 17623458890,https://www.eversports.de/s/polewirbel/team,['Poledance'],Zum Stundenplan,"['https://files.eversports.com/edbec6bd-19be-4afb-86d7-b2f48b5c43ef/img-20160613-wa00021jpg-x-large.webp', 'https://files.eversports.com/b1bd0c74-4c59-4ba4-b271-bd4e6074b79a/20221023_160213jpg-small.webp', 'https://files.eversports.com/b8d56168-4a3e-482c-a840-2378513579c8/videocapture_20221023-162749-1jpg-small.webp', 'https://files.eversports.com/2cc897ea-d8a0-41c2-9471-92c0ace3a957/20221229_103644jpg-small.webp']",2024-01-24 17:38:23,2024-01-24 17:38:23
