PoleStudio_Name,Adresse,PLZ,Stadt,Straße,Buttons,Pole Studio Beschreibung,Ratingscore,Reviewanzahl,Rating Faktoren,E-Mail,Homepage,Telefon,URL_S,Art,Angebot,Bildergalerie,Created Date,Updated Date
,,,,,"['Übersicht', 'Klassen', 'Workshops', 'Videos', 'Preise', 'Team']",VladGymnastikTurnen+ 11Zum StundenplanKatharinaFitnessGymnastik+ 14Zum StundenplanKatyaGymnastikTurnen+ 11Zum StundenplanOlgaFitnessGymnastik+ 11Zum StundenplanJanineGymnastikFitness+ 11Zum StundenplanLorettaGymnastikTurnen+ 11Zum StundenplanLaraGymnastikTurnen+ 11Zum StundenplanLarissaFitnessGymnastik+ 11Zum StundenplanSandraFitnessGymnastik+ 11Zum StundenplanAnnaFitnessTurnen+ 11Zum StundenplanAlmaTanzenTurnen+ 11Zum StundenplanMeikeFitnessTanzen+ 11Zum StundenplanRominaGymnastikFitness+ 11Zum Stundenplan,,,[], poleparadise@gmx.de,https://www.pole-paradise.com,+491774616007,https://www.eversports.de/s/pole-paradise/team,"['Gymnastik', 'Turnen', 'Fitness', 'Gymnastik', 'Gymnastik', 'Turnen', 'Fitness', 'Gymnastik', 'Gymnastik', 'Fitness', 'Gymnastik', 'Turnen', 'Gymnastik', 'Turnen', 'Fitness', 'Gymnastik', 'Fitness', 'Gymnastik', 'Fitness', 'Turnen', 'Tanzen', 'Turnen', 'Fitness', 'Tanzen', 'Gymnastik', 'Fitness']",Zum Stundenplan,"['https://files.eversports.com/463db4b8-85b0-4fbb-8477-bfa03324e2ae/17211914_745099798983333_6506084998826309716_ojpg-x-large.webp', 'https://files.eversports.com/049a756a-ae3b-4624-a4dc-e4f03ffff6e7/13717256_512789538926811_9186635847445824713_ojpg-largejpg-small.webp', 'https://files.eversports.com/3cf591c1-f810-46c0-a44d-63c7b3b92415/17038826_738872342939412_4507070170344867741_ojpg-small.webp', 'https://files.eversports.com/5ed7758a-9afc-4977-bcb5-f38b500b7421/13248353_488176851388080_4937791485136005128_ojpg-largejpg-small.webp']",2024-01-25 00:02:03,2024-01-25 00:02:03
,"['Platenstraße 64 ', ' 90441 Nürnberg']",90441,Nürnberg,Platenstraße 64 ,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",5,10 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.9']", hello@flowfusion.de,http://www.flowfusion.de,+49 1629468932,https://www.eversports.de/s/flow-fusion-pole-aerial-dance-studio,"['Poledance', 'Mobility', 'Poledance', 'Zumba', 'Stretching', 'Mobility', 'Choreographie', 'Poledance', 'Poledance', 'Zumba', '10 Rezensionen', 'Zumba', 'Poledance', 'Stretching', 'Aerial Dance', 'Mobility', 'Contemporary Dance', 'Choreographie']",Zum Stundenplan,"['https://files.eversports.com/295ac655-c627-4675-b642-2af6eb50d099/dsc03023-edit-2jpg-x-large.webp', 'https://files.eversports.com/99e7becf-54c0-4be0-baed-a802fdae129a/dsc03064-edit2jpg-small.webp', 'https://files.eversports.com/902ac009-d481-4b83-8c85-874d463e41e8/dsc02955-edit2jpg-small.webp', 'https://files.eversports.com/80d62c98-c004-4533-a84f-a84ceaa33c52/dsc02999-edit2jpg-small.webp', 'https://files.eversports.com/62eb2750-23c0-460e-a2cc-e872f5cd9618/dsc02932-edit2jpg-small.webp']",2024-01-25 00:02:13,2024-01-25 00:02:13
,,,,,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']",LillyPoledanceMobilityZum StundenplanJeanPoledanceZumbaZum StundenplanMarianelaStretchingMobility+ 3Zum StundenplanSarahChoreographiePoledanceZum StundenplanTammyPoledanceZumba+ 5Zum Stundenplan,,,[], hello@flowfusion.de,http://www.flowfusion.de,+49 1629468932,https://www.eversports.de/s/flow-fusion-pole-aerial-dance-studio/team,"['Poledance', 'Mobility', 'Poledance', 'Zumba', 'Stretching', 'Mobility', 'Choreographie', 'Poledance', 'Poledance', 'Zumba']",Zum Stundenplan,"['https://files.eversports.com/295ac655-c627-4675-b642-2af6eb50d099/dsc03023-edit-2jpg-x-large.webp', 'https://files.eversports.com/99e7becf-54c0-4be0-baed-a802fdae129a/dsc03064-edit2jpg-small.webp', 'https://files.eversports.com/902ac009-d481-4b83-8c85-874d463e41e8/dsc02955-edit2jpg-small.webp', 'https://files.eversports.com/80d62c98-c004-4533-a84f-a84ceaa33c52/dsc02999-edit2jpg-small.webp', 'https://files.eversports.com/62eb2750-23c0-460e-a2cc-e872f5cd9618/dsc02932-edit2jpg-small.webp']",2024-01-25 00:02:55,2024-01-25 00:02:55
,"['Salomonstraße 18B ', ' 04103 Leipzig']",04103,Leipzig,Salomonstraße 18B ,"['Übersicht', 'Klassen', 'Preise', 'Team']","Du suchst ein ansprechendes Krafttraining? Du willst Spaß und einen stählernen Körper?Wir zeigen dir, wie du deinen Körper effektiv trainierst und dabei in ungeahnte Höhen aufsteigst!Unser Studio mit über 4,70 Meter hohen Stangen bietet genug Spielraum für erste Schritte, stetiges Training und den Übergang in den Performance-Bereich. Unsere erfolgreichen Trainerinnen nehmen deine individuellen Ziele in die Hand und bringen sie für dich in greifbare Nähe.","4,9",13 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 4.8', 'Preis-Leistung: 4.8']", info@polefitness-leipzig.de,https://polefitness-leipzig.de/,+49 1629269299,https://www.eversports.de/s/polefitness-leipzig,"['Stretching', 'Poledance', 'Poledance', 'Stretching', 'Poledance', 'Fitness', 'Poledance', 'Stretching', 'Poledance', '13 Rezensionen', 'Fitness', 'Poledance', 'Stretching', 'Aerial Hoop']",Zum Stundenplan,"['https://files.eversports.com/c917b81b-c0c3-4d94-848d-8c5b1a4d7444/polefitness_leipzig_studio_ansicht1jpg-x-large.webp', 'https://files.eversports.com/8fd377ae-fc1d-4929-aa30-8092ac96431a/hand_an_polejpg-small.webp', 'https://files.eversports.com/f7f5f01b-d32f-4282-9ba8-f01ff0d75d95/fa45a596-4583-4006-8455-345e914aaee0jpeg-small.webp']",2024-01-25 00:03:03,2024-01-25 00:03:03
,,,,,"['Übersicht', 'Klassen', 'Preise', 'Team']",AnnaStretchingPoledance+ 2Zum StundenplanGeorginaPoledanceStretching+ 1Zum StundenplanLauraPoledanceZum StundenplanSteffiFitnessPoledance+ 2Zum StundenplanChristinaStretchingPoledanceZum StundenplanJasminPoledanceFitness+ 1Zum StundenplanStellaPoledanceStretching+ 1Zum StundenplanTatjanaPoledanceStretching+ 1Zum Stundenplan,,,[], info@polefitness-leipzig.de,https://polefitness-leipzig.de/,+49 1629269299,https://www.eversports.de/s/polefitness-leipzig/team,"['Stretching', 'Poledance', 'Poledance', 'Stretching', 'Poledance', 'Fitness', 'Poledance', 'Stretching', 'Poledance', 'Poledance', 'Fitness', 'Poledance', 'Stretching', 'Poledance', 'Stretching']",Zum Stundenplan,"['https://files.eversports.com/c917b81b-c0c3-4d94-848d-8c5b1a4d7444/polefitness_leipzig_studio_ansicht1jpg-x-large.webp', 'https://files.eversports.com/8fd377ae-fc1d-4929-aa30-8092ac96431a/hand_an_polejpg-small.webp', 'https://files.eversports.com/f7f5f01b-d32f-4282-9ba8-f01ff0d75d95/fa45a596-4583-4006-8455-345e914aaee0jpeg-small.webp']",2024-01-25 00:03:52,2024-01-25 00:03:52
,"['Landgrafenstraße 6 ', ' 66969 Lemberg']",66969,Lemberg,Landgrafenstraße 6 ,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Preise', 'Team']","Pole Dance bzw. Pole Fitness ist eine Sportart, die Fitness-, Yoga-, Gymnastik- und Akrobatik miteinander kombiniert. Es ist eine abwechslungsreiche und ästhetische Trainingsmethode, die Ausdauer, Kraft und Flexibilität in den Fokus stellt. Sowohl Frauen als auch Männer aller Altersgruppen mit ganz unterschiedlichen Körperstrukturen, physischen Eigenschaften und Vorerfahrungen im Fitness- und Tanzbereich können diesen Sport ausüben. Die Kurse bauen nach einem Levelsystem auf.Das heißt am Anfang kannst du entweder eine Probestunde oder 4 Probestunden aufeinmal buchen, welche vier Wochen andauern. Danach kommst du zum Level 1, dann Level 2 usw. Hast du bereits Erfahrungen im Polesport wirst du dem Level entsprechend eingestuft.",5,3 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 5.0']", polefit.alinesustrath@gmail.com,https://www.polefit-pirmasens.com,+49 15254594149,https://www.eversports.de/s/polefit-aline-sustrath,"['Poledance', 'Stretching', 'Poledance', 'Poledance', 'Poledance', 'Stretching', 'Poledance', '3 Rezensionen', 'Poledance', 'Stretching']",Zum Stundenplan,"['https://files.eversports.com/b0fc6bd4-5d8a-4093-bb18-3e4c53a6da4a/img_1941jpeg-x-large.webp', 'https://files.eversports.com/76f12233-dcee-4840-8818-7a57484cb7e7/img_3663jpeg-small.webp', 'https://files.eversports.com/e1c23122-3248-487a-b5bf-8e22e60aba13/9474f898-e5dc-4e26-a2ec-ef0fc01ed030jpeg-small.webp', 'https://files.eversports.com/bc5423de-9fc2-42e9-b600-730aec1b3430/img_7392jpeg-small.webp', 'https://files.eversports.com/2250904d-4bf3-44b4-a233-d70dab65c02b/2c242023-77a9-4ad2-9c76-e6e12f426eecjpeg-small.webp']",2024-01-25 00:04:03,2024-01-25 00:04:03
,,,,,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Preise', 'Team']",AlinePoledanceStretchingZum StundenplanCaroPoledanceZum StundenplanCarinaPoledanceZum StundenplanJuliaPoledanceZum StundenplanSabineStretchingPoledanceZum StundenplanAngelaPoledanceStretchingZum StundenplanKatrinPoledanceZum Stundenplan,,,[], polefit.alinesustrath@gmail.com,https://www.polefit-pirmasens.com,+49 15254594149,https://www.eversports.de/s/polefit-aline-sustrath/team,"['Poledance', 'Stretching', 'Poledance', 'Poledance', 'Poledance', 'Stretching', 'Poledance', 'Poledance', 'Stretching', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/b0fc6bd4-5d8a-4093-bb18-3e4c53a6da4a/img_1941jpeg-x-large.webp', 'https://files.eversports.com/76f12233-dcee-4840-8818-7a57484cb7e7/img_3663jpeg-small.webp', 'https://files.eversports.com/e1c23122-3248-487a-b5bf-8e22e60aba13/9474f898-e5dc-4e26-a2ec-ef0fc01ed030jpeg-small.webp', 'https://files.eversports.com/bc5423de-9fc2-42e9-b600-730aec1b3430/img_7392jpeg-small.webp', 'https://files.eversports.com/2250904d-4bf3-44b4-a233-d70dab65c02b/2c242023-77a9-4ad2-9c76-e6e12f426eecjpeg-small.webp']",2024-01-25 00:04:48,2024-01-25 00:04:48
,"['Kuhturmstraße 2 ', ' 04177 Leipzig']",04177,Leipzig,Kuhturmstraße 2 ,"['Übersicht', 'Trainings', 'Preise', 'Team']","Divapole ist ein Poledance Studio und befindet sich am schönen Lindenauer Markt in Leipzig. Besonders ist, das es hauptsächlich auf Einzelunterricht ausgerichtet ist. Das bedeutet, 1-3 Personen in einer Stunde mit einer persönlichen Trainerin und zu gewünschten Zeiten. Man kann also alleine trainieren oder auch mit der besten Freundin. Divapole legt großen Wert auf Wohlfühlen, individuelles Training auf jeden abgestimmt und Motivation. Es gibt 2 Räume, einen kleinen Raum mit 2 Stangen (Studio1) und einen größeren Raum mit 3 Stangen (Studio2), wo natürlich auch kleine Gruppenkurse und Workshops mit maximal 6 Personen stattfinden. Außerdem gibt es noch verschiedene Angebote für private Gruppenveranstaltungen wie z.B. JGA, Geburtstage oder Weihnachtsfeiern. Wer sich noch nicht an die Stange traut, kann auch nur zum personal Fittness Training kommen, auch das ist möglich.",5,7 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 5.0']", nancy.doberleit@gmail.com,http://www.divapole.de,+49 1784394141,https://www.eversports.de/s/divapole,"['Poledance', 'Poledance', 'Poledance', 'Poledance', '7 Rezensionen', 'Poledance']",1 Angebot für Neukund:innen,"['https://files.eversports.com/3cca35a2-2978-49d8-ac33-7c00715d6d8d/3dbdf81c-f891-405f-b557-2b84ce628342jpeg-x-large.webp', 'https://files.eversports.com/5e448d17-31b7-431e-9d21-c2573e6647e9/385d8831-643c-4b55-9943-122361ba97dcjpeg-small.webp', 'https://files.eversports.com/3a82af8b-ccda-4886-ad3e-bc590988fa33/6771f3f4-7969-4af7-b58a-2a1bbceae7b9jpeg-small.webp', 'https://files.eversports.com/e362cd1d-0f5e-45e0-b943-364663d0b80c/85731587-a580-42ff-94b3-5e69d7ccb5cajpeg-largejpeg-small.webp', 'https://files.eversports.com/5a0614d3-b0f4-4a7c-b469-214a596f5622/398ccf6f-b80d-4f64-8e7f-b0d9f68c99d7jpeg-largejpeg-small.webp']",2024-01-25 00:04:56,2024-01-25 00:04:56
,,,,,"['Übersicht', 'Trainings', 'Preise', 'Team']",NancyPoledanceZum StundenplanJosiPoledanceZum StundenplanAnnaPoledanceZum StundenplanLisaPoledanceZum Stundenplan,,,[], nancy.doberleit@gmail.com,http://www.divapole.de,+49 1784394141,https://www.eversports.de/s/divapole/team,"['Poledance', 'Poledance', 'Poledance', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/3cca35a2-2978-49d8-ac33-7c00715d6d8d/3dbdf81c-f891-405f-b557-2b84ce628342jpeg-x-large.webp', 'https://files.eversports.com/5e448d17-31b7-431e-9d21-c2573e6647e9/385d8831-643c-4b55-9943-122361ba97dcjpeg-small.webp', 'https://files.eversports.com/3a82af8b-ccda-4886-ad3e-bc590988fa33/6771f3f4-7969-4af7-b58a-2a1bbceae7b9jpeg-small.webp', 'https://files.eversports.com/e362cd1d-0f5e-45e0-b943-364663d0b80c/85731587-a580-42ff-94b3-5e69d7ccb5cajpeg-largejpeg-small.webp', 'https://files.eversports.com/5a0614d3-b0f4-4a7c-b469-214a596f5622/398ccf6f-b80d-4f64-8e7f-b0d9f68c99d7jpeg-largejpeg-small.webp']",2024-01-25 00:04:57,2024-01-25 00:04:57
,"['Hardtstraße 39a ', ' 76185 Karlsruhe']",76185,Karlsruhe,Hardtstraße 39a ,"['Übersicht', 'Klassen', 'Preise', 'Team']","Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",5,28 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 5.0']", papillon.poleandaerial@gmail.com,http://www.papillon-poledance.de,+49 17664287750,https://www.eversports.de/s/papillon-dance-and-sport-academy,"['Poledance', 'Tanzen', 'Poledance', 'Aerial Hoop', 'Stretching', 'Poledance', 'Exotic', 'Tanzen', '28 Rezensionen', 'Tanzen', 'Poledance', 'Ballett', 'Stretching', 'Aerial Hoop', 'Exotic', 'Yoga Flow']",Zum Stundenplan,"['https://files.eversports.com/4fc22a43-cee0-4061-a632-f7c9d5ee381b/unknown-1jpg-x-large.webp', 'https://files.eversports.com/9a1e30ba-1abd-4c84-ae93-a4e2c10ce50d/spiegelbuildjpg-small.webp', 'https://files.eversports.com/ce181099-a69b-4e21-a7c0-390a5d720c69/nataya-startbildjpeg-small.webp']",2024-01-25 00:05:05,2024-01-25 00:05:05
,,,,,"['Übersicht', 'Klassen', 'Preise', 'Team']",NatalyaPoledanceTanzen+ 5Zum StundenplanHuisiPoledanceAerial Hoop+ 1Zum StundenplanLauraStretchingPoledanceZum StundenplanLeaZum StundenplanLianaExoticTanzenZum StundenplanLubaTanzenExoticZum StundenplanSteffiPoledanceStretchingZum StundenplanAlexandraAerial HoopStretchingZum StundenplanJenniferZum StundenplanKatharinaZum StundenplanLuciaZum StundenplanNatalya & AlexandraZum Stundenplan,,,[], papillon.poleandaerial@gmail.com,http://www.papillon-poledance.de,+49 17664287750,https://www.eversports.de/s/papillon-dance-and-sport-academy/team,"['Poledance', 'Tanzen', 'Poledance', 'Aerial Hoop', 'Stretching', 'Poledance', 'Exotic', 'Tanzen', 'Tanzen', 'Exotic', 'Poledance', 'Stretching', 'Aerial Hoop', 'Stretching']",Zum Stundenplan,"['https://files.eversports.com/4fc22a43-cee0-4061-a632-f7c9d5ee381b/unknown-1jpg-x-large.webp', 'https://files.eversports.com/9a1e30ba-1abd-4c84-ae93-a4e2c10ce50d/spiegelbuildjpg-small.webp', 'https://files.eversports.com/ce181099-a69b-4e21-a7c0-390a5d720c69/nataya-startbildjpeg-small.webp']",2024-01-25 00:06:04,2024-01-25 00:06:04
,"['Holsteinischer Kamp 58 ', ' 22081 Hamburg']",22081,Hamburg,Holsteinischer Kamp 58 ,"['Übersicht', 'Klassen', 'Kurse', 'Preise', 'Team']","Bei AIRobics geht es, wie der Name schon vermuten lässt, um Bewegungen in der Luft. Genauer, es ist ein Studio für Luftakrobatik und Tanz. Bei uns erlernst du atemberaubende Tricks, Kombinationen und auch ganze Choreographien an der Pole, dem Aerial Silk, dem Aerial Hoop und dem Aerial Hammock. Darüber hinaus kannst du deine Fitness und Flexibilität in verschiedenen Bodenkursen verbessern. Und an alle Eltern: AIRobics hat ein auch ein vielseitiges Angebot für Kinder!","4,8",53 Rezensionen,"['Raumqualität: 4.8', 'Freundlichkeit & Service: 4.9', 'Sauberkeit: 4.9', 'Atmosphäre: 4.8', 'Preis-Leistung: 4.7']", dance@airobics.de,https://airobics.de/,+49 17621381870,https://www.eversports.de/s/airobics,"['Yoga', 'Poledance', 'Aerial Yoga', 'Poledance', 'Aerial Yoga', 'Poledance', 'Yoga', 'Poledance', 'Poledance', 'Akrobatik', '53 Rezensionen', 'Yoga', 'Poledance', 'Aerial Yoga', 'Akrobatik', 'Faszientraining', 'Power Pole', 'Stretching', 'Aerial Silk', 'Aerial Dance', 'Aerial Hoop', 'Aerial Akrobatik', 'Polesport', 'Aerial Pilates', 'Tanz', 'Workout', 'Aerial Hammock']",2 Angebote für Neukund:innen,"['https://files.eversports.com/8cbb2bc4-7116-4df4-9ea2-87463a1db8ae/25jpg-x-large.webp', 'https://files.eversports.com/7bcad598-2edf-4662-84ce-26341189f631/26jpg-small.webp', 'https://files.eversports.com/97366a8f-8ebb-4eb1-ad45-8f5ba83b1b9d/27jpg-small.webp', 'https://files.eversports.com/074c6f9c-439b-4e33-ae6a-04509181b62b/29jpg-small.webp', 'https://files.eversports.com/5e21fd12-3e06-459a-aafd-3e490795b379/30jpg-small.webp']",2024-01-25 00:06:15,2024-01-25 00:06:15
,,,,,"['Übersicht', 'Klassen', 'Kurse', 'Preise', 'Team']",MalouYogaPoledance+ 11Zum StundenplanNadjaAerial YogaPoledance+ 10Zum StundenplanStephieAerial YogaPoledance+ 14Zum StundenplanJanaYogaPoledance+ 11Zum StundenplanStefaniePoledanceAkrobatik+ 14Zum StundenplanSinahYogaPoledance+ 14Zum StundenplanJessiPoledanceAkrobatik+ 11Zum StundenplanKatjaAerial YogaPoledance+ 14Zum StundenplanAliceAerial YogaAerial Silk+ 3Zum StundenplanLisaPoledanceYoga+ 11Zum StundenplanSimoneAerial YogaAerial Silk+ 3Zum StundenplanAlexaYogaPoledance+ 11Zum StundenplanAnne-MarieYogaPoledance+ 11Zum StundenplanCaroYogaPoledance+ 11Zum StundenplanEvgenyPoledanceAerial Yoga+ 11Zum StundenplanKarinaYogaPoledance+ 11Zum StundenplanLauraAkrobatikPoledance+ 4Zum StundenplanLunaPoledanceAerial Yoga+ 14Zum StundenplanMarlouYogaPoledance+ 11Zum StundenplanPatriciaYogaPoledance+ 11Zum StundenplanSteffiPoledancePower Pole+ 2Zum Stundenplan,,,[], dance@airobics.de,https://airobics.de/,+49 17621381870,https://www.eversports.de/s/airobics/team,"['Yoga', 'Poledance', 'Aerial Yoga', 'Poledance', 'Aerial Yoga', 'Poledance', 'Yoga', 'Poledance', 'Poledance', 'Akrobatik', 'Yoga', 'Poledance', 'Poledance', 'Akrobatik', 'Aerial Yoga', 'Poledance', 'Aerial Yoga', 'Aerial Silk', 'Poledance', 'Yoga', 'Aerial Yoga', 'Aerial Silk', 'Yoga', 'Poledance', 'Yoga', 'Poledance', 'Yoga', 'Poledance', 'Poledance', 'Aerial Yoga', 'Yoga', 'Poledance', 'Akrobatik', 'Poledance', 'Poledance', 'Aerial Yoga', 'Yoga', 'Poledance', 'Yoga', 'Poledance', 'Poledance', 'Power Pole']",Zum Stundenplan,"['https://files.eversports.com/8cbb2bc4-7116-4df4-9ea2-87463a1db8ae/25jpg-x-large.webp', 'https://files.eversports.com/7bcad598-2edf-4662-84ce-26341189f631/26jpg-small.webp', 'https://files.eversports.com/97366a8f-8ebb-4eb1-ad45-8f5ba83b1b9d/27jpg-small.webp', 'https://files.eversports.com/074c6f9c-439b-4e33-ae6a-04509181b62b/29jpg-small.webp', 'https://files.eversports.com/5e21fd12-3e06-459a-aafd-3e490795b379/30jpg-small.webp']",2024-01-25 00:07:49,2024-01-25 00:07:49
,"['Edmund-von-Lippmann-Straße 9 ', ' 06112 Halle (Saale)']",06112,Halle,Edmund-von-Lippmann-Straße 9 ,"['Übersicht', 'Klassen', 'Kurse', 'Videos', 'Preise', 'Team']",Pole Dance Beauties - Dein Pole Dance Studio in Halle (Saale),5,26 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 5.0']", kontakt@poledancebeauties.de,http://www.poledancebeauties.de,+49 1797553246,https://www.eversports.de/s/pole-dance-beauties,"['Aerial Hoop', 'Stretching', 'Poledance', 'Pilates', 'Krafttraining', 'Poledance', 'Aerial Yoga', 'Twerken', '26 Rezensionen', 'Pilates', 'Poledance', 'Aerial Yoga', 'Krafttraining', 'Stretching', 'Handstand', 'Chairdance', 'Aerial Hoop', 'Kindersport', 'Kraft-Ausdauer-Zirkel', 'Moderner Tanz', 'Twerken', 'Fitness und Yoga', 'Pole handstand']",1 Angebot für Neukund:innen,"['https://files.eversports.com/ba6d87a7-56e4-44d7-b6c8-111ed155eed1/img_5995-2jpg-x-large.webp', 'https://files.eversports.com/c38b01bf-06a8-4f04-941e-f0c4fba29089/img_5998-2jpg-small.webp']",2024-01-25 00:08:00,2024-01-25 00:08:00
,,,,,[],,,,[],,,,https://www.eversports.de/s/pole-dance-beauties/videos,[],,[],2024-01-25 00:08:30,2024-01-25 00:08:30
,,,,,"['Übersicht', 'Klassen', 'Kurse', 'Videos', 'Preise', 'Team']",KatharinaAerial HoopZum StundenplanSabineStretchingPoledance+ 4Zum StundenplanConstanzePilatesKrafttraining+ 7Zum StundenplanChiara-SophiePoledanceAerial Yoga+ 12Zum StundenplanMelanieTwerkenZum StundenplanPatriciaAerial HoopKraft-Ausdauer-ZirkelZum StundenplanChristianePoledanceZum StundenplanJosephinPoledanceStretching+ 4Zum StundenplanKatjaPoledanceStretching+ 2Zum StundenplanVivienStretchingPoledanceZum Stundenplan,,,[], kontakt@poledancebeauties.de,http://www.poledancebeauties.de,+49 1797553246,https://www.eversports.de/s/pole-dance-beauties/team,"['Aerial Hoop', 'Stretching', 'Poledance', 'Pilates', 'Krafttraining', 'Poledance', 'Aerial Yoga', 'Twerken', 'Aerial Hoop', 'Kraft-Ausdauer-Zirkel', 'Poledance', 'Poledance', 'Stretching', 'Poledance', 'Stretching', 'Stretching', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/ba6d87a7-56e4-44d7-b6c8-111ed155eed1/img_5995-2jpg-x-large.webp', 'https://files.eversports.com/c38b01bf-06a8-4f04-941e-f0c4fba29089/img_5998-2jpg-small.webp']",2024-01-25 00:08:30,2024-01-25 00:08:30
,"['Rudolf-Diesel-Straße 54 ', ' 69190 Walldorf']",69190,Walldorf,Rudolf-Diesel-Straße 54 ,['Übersicht'],"Herzlich Willkommen zum Online Buchungssystem vom Palazzo Sportivo. Hier kannst du unsere Pole & Aerial Klassen ganz bequem online buchen. Wir bieten, Pole Dance, Stretch&Flex, Aerial Hoop, Pole in Heels und viele weiteren Klassen in verschiedenen Levels an. Du wirst ausschließlich von einem speziell für Pole & Aerial Sportarten ausgebildeten Team unterrichtet und hast immer deine eigene Stange in allen Pole Dance Klassen.","4,9",16 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 4.9', 'Sauberkeit: 4.9', 'Atmosphäre: 4.9', 'Preis-Leistung: 4.9']", pole@palazzo-sportivo.de,http://www.poledance-rheinneckar.de,+49 15678684972,https://www.eversports.de/s/pole-dance-palazzo-sportivo,"['16 Rezensionen', 'Aerial Hoop', 'Aerial Hammock', 'Chairdance', 'Fitness und Yoga', 'Poledance', 'Stretching']",1 Angebot für Neukund:innen,['https://files.eversports.com/183e7efd-d3a1-4b60-a5c9-923496563e69/condjpeg-x-large.webp'],2024-01-25 00:08:33,2024-01-25 00:08:33
