Klassenname,Beschreibung,Studio Name,Standort,Kategorie,Datum,URL_E,Zeit
Einsteigerkurs,"Deine erste Begegnung mit der faszinierenden Welt von Pole Dance. In diesem Kurs wirst du Folgendes kennenlernen:   1.      Die Grundlagen Wie hält man sich sicher an der Pole und wie dreht man sich ?  2.      Kraft und Flexibilität  Mit Pole Dance wird dein Körper nicht nur stärker, sondern auch viel flexibler. Mit unseren Übungen werden beide Aspekte gefördert.  3.      Elegante Bewegungen  Schönheit und Eleganz der Bewegungen sind in Pole Dance besonders wichtig. Mit einfachen Choreos erlernst du die wunderschöne Körpersprache von Pole Dance  Unser Pole Dance Schnupperkurs ist für alle Altersgruppen und für jedes Fitnessniveau geeignet. Nutz diese großartige Gelegenheit um Spaß zu haben, dich fit zu halten und neue Leidenschaft zu entdecken. Wir freuen uns darauf, dich in unserer Tanzgemeinschaft willkommen zu heißen um gemeinsam die Welt von Pole Dance zu erkunden.",Tanzstudio Michel,Einzelticket,Poledance,"Sonntag, 24. Dezember 2023",https://www.eversports.de/e/class/eW6BEaZ,10:00 - 11:00
Zirkus Kids Midi (7-9 Jahre),"In diesem Luftakrobatik-Kurs für Kinder ab 7 Jahren unterrichten wir tänzerische und akrobatische Elemente im Luftring (Aerial Hoop), im Tuch (Aerial Hammock und Silks) und an der Stange (Pole Dance). Das Training wird durch Turnen am Boden, unterstützendes Krafttraining und Dehnübungen und ergänzt. Alle Bewegungen werden altersgerecht vermittelt. Tricks an den Geräten, Technik-Training, Bewegungsspiele und Partnerübungen wechseln sich ab – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund. Sicherheit und ein gesundheitsförderndes Training für Kinder sind uns sehr wichtig!",UpsideDown Studio Bad Homburg,16:30 - 17:30,Kindersport,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/VTlWAww,16:30 - 17:30
Zirkus Kids Midi (7-9 Jahre),"In diesem Luftakrobatik-Kurs für Kinder ab 7 Jahren unterrichten wir tänzerische und akrobatische Elemente im Luftring (Aerial Hoop), im Tuch (Aerial Hammock und Silks) und an der Stange (Pole Dance). Das Training wird durch Turnen am Boden, unterstützendes Krafttraining und Dehnübungen und ergänzt. Alle Bewegungen werden altersgerecht vermittelt. Tricks an den Geräten, Technik-Training, Bewegungsspiele und Partnerübungen wechseln sich ab – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund. Sicherheit und ein gesundheitsförderndes Training für Kinder sind uns sehr wichtig!",UpsideDown Studio Bad Homburg,15:35 - 16:35,Kindersport,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/GVOOqrs,15:35 - 16:35
Zirkus Kids Maxi (10-15 Jahre),"In diesem Luftakrobatik-Kurs für Kinder ab 4 Jahren unterrichten wir tänzerische und akrobatische Elemente im Luftring (Aerial Hoop), im Tuch (Aerial Hammock und Silks) und an der Stange (Pole Dance). Das Training wird durch Turnen am Boden, unterstützendes Krafttraining und Dehnübungen und ergänzt. Alle Bewegungen werden altersgerecht vermittelt. Tricks an den Geräten, Technik-Training, Bewegungsspiele und Partnerübungen wechseln sich ab – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund. Sicherheit und ein gesundheitsförderndes Training für Kinder sind uns sehr wichtig!",UpsideDown Studio Bad Homburg,16:40 - 17:40,Aerial Akrobatik,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/NTGNLPa,16:40 - 17:40
Poledance - Mixed Level 5-6 (0502) kein Kurs: 25.12.+ 01.01.,"In diesen Einheiten lernen wir neue Figuren, Tricks und Spins oder Variationen daraus. Diese kombinieren wir und üben, Kombinationen flüssig zu tanzen. Wir bauen gemeinsam Kraft auf, um anspruchsvollere Figuren an der Pole ausführen zu können. Voraussetzung: Poledance Level 5",UpsideDown Studio Bad Homburg,Einzelticket,Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/ojaRzOJ,19:15 - 20:30
PolePerfection - Level 2 (0503) kein Kurs: 25.12.+ 01.01.,"Du hast Level 2 abgeschlossen; bist Dir aber bei dem ein oder anderen Move noch ein wenig unsicher, Du möchtest die Übergänge zwischen den Moves noch verbessern oder aber Du möchtest einfach gerne noch ein bisschen üben und wiederholen? Dann ist das hier der richtige Kurs für Dich! Der Fokus liegt auf dem Üben und Wiederholen der Moves und Spins aus Level 2 in Form von kleinen Kombinationen. Besonders achten wir hier auf flüssige Bewegungen und schöne Ausführung. Voraussetzung: abgeschlossenes Level 2 oder Klettern, einfache Spins und Polesits.",UpsideDown Studio Bad Homburg,Einzelticket,Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/96pYzEW,20:30 - 21:45
Heels Class Beginner (0399),"In unserer Heels Class lernen wir uns auf hohen Schuhen flüssig und grazil zu bewegen. Mittels kleiner Choreographien und Conditioning Übungen festigen wir die Basics und das Tanzen auf HighHeels. Bitte bringt Knieschoner, lange Kleidung (Leggings, lange Socken) sowie eure HighHeels mit. Gerne darf auch in Socken getanzt werden!",UpsideDown Studio Bad Homburg,Einzelticket,Poledance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/fhRH2Fa,19:15 - 20:30
"Flips, Tumbles & Drops (SP04)","Drop it like it´s hot! In diesem Kurs erlernt ihr eine Reihe an Flips an die Pole, von der Pole und mit der Pole, sowie einige Tumble- und Dropbewegungen. (Voraussetzung: abgeschlossenes Level 4)",UpsideDown Studio Bad Homburg,Einzelticket,Poledance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/APpkmXi,20:30 - 21:45
"""Low Flow"" Choreo (SP02)","Es ist einfach viel zu kalt für Deine PoleShorts, aber Du möchtest trotzdem Tanzen? Oder Hast Du einfach mal kein Lust auf komplizierte Kombis oder Kletteraction? Dann schnapp Dir deine Lieblingejogginghose, dicke Socken und einen gemütlichen Pulli und komm in den Low Flow Kurs. Wir lernen gemeinsam in jeder Eihneit eine kleine Choreo mit vielen Bodenelementen und Drehungen um die Pole ohne Schnickschnack aber mit viel Spaß! Vorkenntnisse brauchst du keine, mach einfach mit und finde Deinen Flow! (Voraussetzungen: keine)",UpsideDown Studio Bad Homburg,Einzelticket,Poledance,"Donnerstag, 21. Dezember 2023",https://www.eversports.de/e/class/ntljV98,19:00 - 20:15
Freies Training,"Freies Training für Poledance. Hier könnt ihr selbstständig das bereits Gelernte im Studio üben und festigen. Es ist zwar ein Trainer anwesend, aber nur zur Beaufsichtigung. Bitte im Vorhinein Bescheid geben falls Hoop erwünscht ist, damit wir alles rechtzeitig aufbauen können.",UpsideDown Studio Bad Homburg,Einzelticket,Poledance,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/Pwz0w6n,18:30 - 19:45
Poledance Schnupperstunde,"Entdecke Poledance für Dich und mach deine ersten Spins und Tanzbewegungen an der Stange. In dieser Einheit bekommst du einen kleinen Eindruck von unseren Kursen und wir hoffen, Dich da schon mit dem PoleFieber anstecken zu können. Werde stärker und flexibler, lerne an der Pole zu tanzen, treffe interessante neue Menschen und vor allem habe ganz viel Spaß! Poledance ist für jede Frau (gerne auch Mann :-)) geeignet, egal mit welchem Körperbau oder Fitnesslevel. Anfänger sind erwünscht! Achtung: Poledance macht süchtig!",UpsideDown Studio Bad Homburg,"Schnupperstunde ""Poledance"" ",Poledance,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/AmDJZ50,20:00 - 21:00
Poledance - Mixed Level 5-6 (0502) kein Kurs: 25.12.+ 01.01.,"In diesen Einheiten lernen wir neue Figuren, Tricks und Spins oder Variationen daraus. Diese kombinieren wir und üben, Kombinationen flüssig zu tanzen. Wir bauen gemeinsam Kraft auf, um anspruchsvollere Figuren an der Pole ausführen zu können. Voraussetzung: Poledance Level 5",UpsideDown Studio Bad Homburg,Einzelticket,Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/ojaRzOJ,19:15 - 20:30
PolePerfection - Level 2 (0503) kein Kurs: 25.12.+ 01.01.,"Du hast Level 2 abgeschlossen; bist Dir aber bei dem ein oder anderen Move noch ein wenig unsicher, Du möchtest die Übergänge zwischen den Moves noch verbessern oder aber Du möchtest einfach gerne noch ein bisschen üben und wiederholen? Dann ist das hier der richtige Kurs für Dich! Der Fokus liegt auf dem Üben und Wiederholen der Moves und Spins aus Level 2 in Form von kleinen Kombinationen. Besonders achten wir hier auf flüssige Bewegungen und schöne Ausführung. Voraussetzung: abgeschlossenes Level 2 oder Klettern, einfache Spins und Polesits.",UpsideDown Studio Bad Homburg,Einzelticket,Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/96pYzEW,20:30 - 21:45
Zirkus Kids Midi (7-9 Jahre),"In diesem Luftakrobatik-Kurs für Kinder ab 7 Jahren unterrichten wir tänzerische und akrobatische Elemente im Luftring (Aerial Hoop), im Tuch (Aerial Hammock und Silks) und an der Stange (Pole Dance). Das Training wird durch Turnen am Boden, unterstützendes Krafttraining und Dehnübungen und ergänzt. Alle Bewegungen werden altersgerecht vermittelt. Tricks an den Geräten, Technik-Training, Bewegungsspiele und Partnerübungen wechseln sich ab – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund. Sicherheit und ein gesundheitsförderndes Training für Kinder sind uns sehr wichtig!",UpsideDown Studio Bad Homburg,16:30 - 17:30,Kindersport,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/VTlWAww,16:30 - 17:30
Heels Class Beginner (0399),"In unserer Heels Class lernen wir uns auf hohen Schuhen flüssig und grazil zu bewegen. Mittels kleiner Choreographien und Conditioning Übungen festigen wir die Basics und das Tanzen auf HighHeels. Bitte bringt Knieschoner, lange Kleidung (Leggings, lange Socken) sowie eure HighHeels mit. Gerne darf auch in Socken getanzt werden!",UpsideDown Studio Bad Homburg,Einzelticket,Poledance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/fhRH2Fa,19:15 - 20:30
"Flips, Tumbles & Drops (SP04)","Drop it like it´s hot! In diesem Kurs erlernt ihr eine Reihe an Flips an die Pole, von der Pole und mit der Pole, sowie einige Tumble- und Dropbewegungen. (Voraussetzung: abgeschlossenes Level 4)",UpsideDown Studio Bad Homburg,Einzelticket,Poledance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/APpkmXi,20:30 - 21:45
"""Low Flow"" Choreo (SP02)","Es ist einfach viel zu kalt für Deine PoleShorts, aber Du möchtest trotzdem Tanzen? Oder Hast Du einfach mal kein Lust auf komplizierte Kombis oder Kletteraction? Dann schnapp Dir deine Lieblingejogginghose, dicke Socken und einen gemütlichen Pulli und komm in den Low Flow Kurs. Wir lernen gemeinsam in jeder Eihneit eine kleine Choreo mit vielen Bodenelementen und Drehungen um die Pole ohne Schnickschnack aber mit viel Spaß! Vorkenntnisse brauchst du keine, mach einfach mit und finde Deinen Flow! (Voraussetzungen: keine)",UpsideDown Studio Bad Homburg,Einzelticket,Poledance,"Donnerstag, 21. Dezember 2023",https://www.eversports.de/e/class/ntljV98,19:00 - 20:15
Zirkus Kids Midi (7-9 Jahre),"In diesem Luftakrobatik-Kurs für Kinder ab 7 Jahren unterrichten wir tänzerische und akrobatische Elemente im Luftring (Aerial Hoop), im Tuch (Aerial Hammock und Silks) und an der Stange (Pole Dance). Das Training wird durch Turnen am Boden, unterstützendes Krafttraining und Dehnübungen und ergänzt. Alle Bewegungen werden altersgerecht vermittelt. Tricks an den Geräten, Technik-Training, Bewegungsspiele und Partnerübungen wechseln sich ab – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund. Sicherheit und ein gesundheitsförderndes Training für Kinder sind uns sehr wichtig!",UpsideDown Studio Bad Homburg,15:35 - 16:35,Kindersport,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/GVOOqrs,15:35 - 16:35
Zirkus Kids Maxi (10-15 Jahre),"In diesem Luftakrobatik-Kurs für Kinder ab 4 Jahren unterrichten wir tänzerische und akrobatische Elemente im Luftring (Aerial Hoop), im Tuch (Aerial Hammock und Silks) und an der Stange (Pole Dance). Das Training wird durch Turnen am Boden, unterstützendes Krafttraining und Dehnübungen und ergänzt. Alle Bewegungen werden altersgerecht vermittelt. Tricks an den Geräten, Technik-Training, Bewegungsspiele und Partnerübungen wechseln sich ab – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund. Sicherheit und ein gesundheitsförderndes Training für Kinder sind uns sehr wichtig!",UpsideDown Studio Bad Homburg,16:40 - 17:40,Aerial Akrobatik,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/NTGNLPa,16:40 - 17:40
Freies Training,"Freies Training für Poledance. Hier könnt ihr selbstständig das bereits Gelernte im Studio üben und festigen. Es ist zwar ein Trainer anwesend, aber nur zur Beaufsichtigung. Bitte im Vorhinein Bescheid geben falls Hoop erwünscht ist, damit wir alles rechtzeitig aufbauen können.",UpsideDown Studio Bad Homburg,Einzelticket,Poledance,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/Pwz0w6n,18:30 - 19:45
Poledance Schnupperstunde,"Entdecke Poledance für Dich und mach deine ersten Spins und Tanzbewegungen an der Stange. In dieser Einheit bekommst du einen kleinen Eindruck von unseren Kursen und wir hoffen, Dich da schon mit dem PoleFieber anstecken zu können. Werde stärker und flexibler, lerne an der Pole zu tanzen, treffe interessante neue Menschen und vor allem habe ganz viel Spaß! Poledance ist für jede Frau (gerne auch Mann :-)) geeignet, egal mit welchem Körperbau oder Fitnesslevel. Anfänger sind erwünscht! Achtung: Poledance macht süchtig!",UpsideDown Studio Bad Homburg,"Schnupperstunde ""Poledance"" ",Poledance,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/AmDJZ50,20:00 - 21:00
Pole Beginner,"Entdecke die fesselnde Welt des Poledance – Der perfekte Start für Anfänger! Hast du Lust auf eine neue und aufregende Art, dich fit zu halten und gleichzeitig dein Selbstbewusstsein zu stärken? Dann ist unser Poledance Beginner-Kurs genau das Richtige für dich! Was erwartet dich in unserem Poledance Beginner-Kurs? 1.    Einführung in die Grundlagen: In unserem Kurs starten wir mit den Basics des Poledance. Du wirst Schritt für Schritt in die richtige Technik und die grundlegenden Bewegungen eingeführt, sodass du dich sicher und selbstbewusst an der Stange bewegen kannst. 2.    Ganzkörpertraining: Poledance ist ein herausforderndes Ganzkörpertraining, das Kraft, Flexibilität und Ausdauer fördert. Schon nach kurzer Zeit wirst du spüren, wie sich deine Muskulatur strafft und deine Fitness verbessert. 3.    Spaß und Kreativität: Poledance ist nicht nur ein Workout, sondern auch eine kreative Möglichkeit, sich auszudrücken. Du wirst lernen, wie du elegante und beeindruckende Bewegungen an der Stange ausführst und deine eigene Choreografie gestaltest. 4.    Individuelle Betreuung: Unsere qualifizierten Trainerinnen stehen dir zur Seite und passen die Übungen an dein individuelles Level an. Egal ob absoluter Anfänger oder mit Vorerfahrung – bei uns findest du die perfekte Unterstützung. 5.    Gemeinschaft und Unterstützung: In unserem Kurs lernst du Gleichgesinnte kennen und wirst Teil einer herzlichen und motivierenden Gemeinschaft. Gemeinsam werden wir uns gegenseitig anspornen und Fortschritte erzielen. Unser Beginner Kurs ist ein fortlaufender Kurs, jedoch bauen die Basic Figuren nur begrenzt aufeinander auf. Daher ist ein Quereinstieg jederzeit möglich. Du brauchst für diesen Kurs keinerlei Vorkenntnisse und kannst unabhängig von deinem Fitnesslevel oder Alter starten. Worauf wartest du noch? Starte jetzt deine Poledance-Reise und entdecke eine Welt voller Fitness, Ausdruck und Selbstvertrauen!",Pole and Move Heidelberg,Schnupperkurs Neujahresangebot ,Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/fM2-shw,18:00 - 19:10
Pole Intermediate,"Du hast bereits die Grundlagen des Poledance gemeistert und möchtest nun deine Fähigkeiten auf das nächste Level bringen? Dann ist unser Poledance Intermediate-Kurs genau das Richtige für dich! Was erwartet dich in unserem Poledance Intermediate-Kurs? Bist du bereit für die nächste Stufe? Dann melde dich jetzt zum Poledance Intermediate-Kurs an und entdecke die grenzenlosen Möglichkeiten, die das Poledancing bieten kann! In diesem Kurs kannst du jederzeit eingesteigen, wenn du bereits die Pole Basics beherrschst. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Invert Figuren nur begrenzt aufeinander auf, sodass auch ein Quereinstieg für Pole Schüler mit Vorerfahrung jederzeit möglich ist.",Pole and Move Heidelberg,Schnupperkurs Neujahresangebot ,Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/4vBi2RH,19:15 - 20:25
Stronger for Pole,"Willst du deinen Körper stärken und gleichzeitig geschmeidiger werden? Dann ist unser Fitnesskurs perfekt für dich! Hier erwartet dich eine ausgewogene Mischung aus Stretching und Krafttraining, die dich fit und beweglich macht. In unseren Trainingseinheiten widmen wir uns gleichermaßen dem Stretching und dem Krafttraining, um dir eine ganzheitliche Fitness zu ermöglichen. Beim Stretching verbessern wir deine Flexibilität und Mobilität, wodurch du eine bessere Körperhaltung erreichst und das Risiko von Verletzungen reduzierst. Im Krafttraining legen wir den Fokus darauf, deine Muskeln zu stärken und zu definieren, damit du einen strafferen und fitteren Körper erhältst.  Aber nicht nur dein Körper profitiert von diesem Kurs, sondern auch dein Geist. Die Kombination aus Stretching und Krafttraining hilft dir dabei, Stress abzubauen und dein allgemeines Wohlbefinden zu steigern. Du brauchst für diesen Kurs keine Vorkenntnisse, kannst ihn aber als perfekte Ergänzung zu deinem Pole-Training nutzen.",Pole and Move Heidelberg,Schnupperpaket für 3 Kurse,Stretching,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/L7dqaN9,20:30 - 21:40
