,PoleStudio,PLZ,Stadt,Adresse,Pole Studio Beschreibung,Start Preis,Ratingscore,Reviewanzahl,E-Mail,Homepage,Telefon,Eversports Pole Studio Seite,Version
102,Pole for Soul GbR,34125,Die Schlagd 1, 34125 Kassel,"Dein Studio für Poledance, Tanz, Aerial Hoop & Aerial Yoga
Du bist gelangweilt vom Fitnessstudio, möchtest aber endlich gesünder und aktiver leben und dich in deinem Körper wohlfühlen - ihn akzeptieren und vielleicht sogar lieben? Dann ist Pole for Soul die erste Adresse für dich!
Direkt in Kassel bieten wir dir ein ganz besonderes Workout an der Stange, im Ring oder im Tuch.
Wir bieten die schönste Art und Weise deine Ziele zu erreichen: Poledance, Aerial Hoop und Aerial Yoga sowie professionelles Stretching und Kraftaufbaukurse. Unsere Mission ist es auf einzigartige Weise deinen Lifestyle mit dir zu entdecken. Dafür verbinden wir Tanz, Ausdruck, Fitness und Sinnlichkeit in einem einzigartigen Workout.
​Pole for Soul – dein Pole Home in Kassel.",0,5.0,19 Rezensionen, info@poleforsoul.de,http://www.poleforsoul.com,0176 56826749,https://www.eversports.de/s/pole-for-soul-gbr,2023-05-12 15:57:11
103,La Belle,30853,Marktplatz 4 , 30853 Langenhagen,"Studio
In unserem Loft-Studio La Belle trainierst du in kleinen Gruppen auf einer großzügigen Fläche von 210 qm und einer Deckenhöhe von 3,80 m an neun hochwertigen Poles in einer familiären und geschützten Atmosphäre.
Wir bieten dir viel Raum und Platz für deine Kreativität, stets begleitet von unseren professionell ausgebildeten Trainerinnen oder Trainern.
Von den Leveln „beginner“ bis „advanced“ sowie den weiteren vielfältigen Facetten des Pole Sports bieten wir verschiedenste und abwechslungsreiche Kursformate, stets mit der höchsten Qualität auf dem höchsten Niveau.
In unseren ausgewiesenen, freien Trainingsstunden darfst du unser Loft inklusive des Equipments kostenfrei nutzen, um das Erlernte zu vertiefen und deine Kreativität frei zu entfalten. Eine Trainerin oder Trainer ist auch hier jederzeit vor Ort, um dich bei Fragen oder Hilfestellungen zu unterstützen.
Ein eigener Umkleidebereich, eine einladende Lounge und auch eine Kaffee- und Teeküche laden dazu ein, es sich hier auch in den Trainingspausen gemütlich zu machen. Für die bequeme Anreise ist der direkte Anschluss an die Stadtbahn der ÜSTRA gegeben, ebenso stehen euch vor dem Studio ausreichend kostenlose Parkplätze zur Verfügung.
Lerne mit uns fliegen … Wir freuen uns auf dich.",0,5.0,23 Rezensionen, info@studio-labelle.de,http://studio-labelle.de,+49 15150993060,https://www.eversports.de/s/la-belle,2023-05-12 15:57:11
104,Pole Arts,66540,Bexbacher Straße 8 , 66540 Neunkirchen,"Du suchst nach einem Studio für Poledance in Neunkirchen? Dann bist du bei Pole Arts genau richtig. Du erreichst das Team von Pole Arts aber auch telefonisch unter +49 15112950568 oder per E-Mail unter info@pole-arts.de.
Falls du noch nie Pole getanzt hast, findest du unsere Einsteigerkurse unter dem Reiter ""Kurse"".",0,5.0,29 Rezensionen, info@pole-arts.de,https://www.poledance-saarland.de/,+49 15112950568,https://www.eversports.de/s/pole-arts,2023-05-12 15:57:12
105,MMC DANCE & Event Studio,6217,König-Heinrich-Straße 12 , 06217 Merseburg,"Wir freuen uns, dass Du vorbei schaust.
Bei Pole Dance geht es um Kraft (keine Angst - solltest Du diese noch nicht mitbringen, bauen wir diese GEMEINSAM auf). Es geht um Spannung, Balance und Körperbeherrschung. Du kannst Deinen Körper aufbauen, definieren und tust gleichzeitig etwas für die Seele und Dein Selbstbewusstsein. Denn eines können wir garantieren: Pole Dance & Fitness machen in erster Linie Spaß!!!
Gruppenkurse in:
Pole Dance
Exotic Dance
Hoopdance
Strong & Flexy
Zumba
Bauch Beine Po
Vinyasa Yoga
Außerdem Einzelkurse in:
Flying Pole
Aerial Hoop
Aerial Moon
Aerial Cube (LED)
Chair Dance / Lap Dance
Burlesque / Sexy Dance",0,5.0,10 Rezensionen, melody@mymelodyclub.de,http://Www.mmc-dancestudio.de,+49 1712670703,https://www.eversports.de/s/mmc-dance-and-event-studio,2023-05-12 15:57:12
106,YH Pole (and) Sports Berlin,10999,Erkelenzdamm 59 , 10999 Berlin,"Das YH Pole (and) Sports ist das Studio der Weltmeisterin Yvonne Haug im Pole Sport und Pole Acrobatic. Lerne Pole Dance, Pole Sport von der Weltmeisterin und ihren lieben Trainerinnen mitten in Berlin im schönen Kreuzberg am Erkelenzdamm 59 im Elizabeth Hof. Das Studio befindet sich inmitten des charmanten Elizabeth Hofes. Die Umgebung ist lebendig und geschäftig, sie spornt an, Leistung zu bringen und zwar für dich! Es ist das Bestreben der Trainerinnen mit Spaß und Professionalität dich zu fördern und dir den Pole Sport / Pole Dance mit Begeisterung näher zu bringen. Die hohen Stangen sind auch für Doubles und Profis geeignet. Gerne wird dir auch Training am Hoop angeboten. Schau unbedingt vorbei ins YH Pole (and) Sports.",0,5.0,34 Rezensionen, team@pole-and-sports.de,http://yvonne-haug-pole-and-sports.de/,+491638262787,https://www.eversports.de/s/yh-pole-and-sports-berlin,2023-05-12 15:57:13
107,Pole Acrobatics,73326,Geislinger Straße 2 , 73326 Deggingen,"Wir bieten Pole Sport für Erwachsene, Kinder & Jugendliche sowie Stretchingkurse an. Erlerne eine Sportart, durch welche du mit viel Spaß und Erfolgserlebnissen deinen gesamten Körper trainieren kannst. Egal welches Alter, Trainingsstand und Vorkenntnisse, Pole Sport kann Jeder lernen. Das Einzige was du dazu benötigst: Lust etwas Neues auszuprobieren. Melde dich gerne per Mail zu einer Probestunde an.",0,5.0,32 Rezensionen, info@poleacrobatics.net,https://www.poleacrobatics.net,017656858011,https://www.eversports.de/s/pole-acrobatics,2023-05-12 15:57:13
108,A heart for poledance,51469,Nußbaumer Straße 6, 51469 Bergisch Gladbach,"Poledance...
...ist mehr als nur an der Stange tanzen!
Poledance/-fitness kombiniert Tanz, Akrobatik, Kraft-/Ausdauertraining und Flexibilität. Es fordert die Körperspannung und Konzentration sowie die Koordination, so dass Poledance/-fitness zu einem Ganzkörpertraining wird.
Wir möchten Frauen und Männern Poledance näher bringen. In erster Linie möchten wir Spaß dabei haben, was jedoch mit hartem Training verbunden ist und mit einem besserem Selbstwertgefühl belohnt wird. Jeder kann an sich neue Seiten entdecken und sich selbst neu erfinden, seine neu erlernten Fähigkeiten in seinem eigenen Stil zum Ausdruck bringen. 
Unabhängig wie groß oder klein, jung oder alt man ist, sportlich oder nicht - jeder kann Poledance lernen und seine Leidenschaft dafür entdecken. Achtung! Es besteht Suchtgefahr...",0,4.9,15 Rezensionen, info@aheartforpoledance.de,http://www.aheartforpoledance.de,+49 1634485262,https://www.eversports.de/s/a-heart-for-poledance-1,2023-05-12 15:57:14
109,poda Studio,52062,Martinstraße 10-12 , 52062 Aachen,"Flieg mit uns! Poda ist das größte Pole Dance & Luftakrobatik Studio in Aachen und der Euregio. Neben Pole Dance / Pole Sport Kursen bieten wir auch Luftakrobatik, Tanzkurse wie Chair Dance, High Heels & Floorwork sowie Fitness, Yoga und Flexibility Kurse ohne Stange und Online Kurse an. Ob Probestunden, 10er-Karten oder Abos, Privatstunden, Workshops, Pole Parties, Junggesellinnen - Abschiede oder Pole Shows - wir haben für jeden das richtige Angebot.",0,4.9,47 Rezensionen, info@podastudio.de,https://www.podastudio.de/,+49241 95719917,https://www.eversports.de/s/poda-studio,2023-05-12 15:57:14
110,Star Poledance,53919,Rudolf-Diesel-Straße 6 , 53919 Weilerswist,"Entdecke Poledance als deine neue Leidenschaft!
In kleinen Gruppen lernst du den den besten Sport der Welt und verbesserst so nicht nur deine Fitness, sondern auch dein Verhältnis zum eigenen Körper. Und das mit viel Spaß und Abwechslung!
Das Studio in Weilerswist ist sowohl mit dem Auto als auch mit der Bahn schnell erreichbar aus Köln, dem Rhein-Erft-Kreis sowie der Eifel.
Wähle aus einer Vielzahl an Kursen, die sich perfekt ergänzen.
Tanz' dich fit - Wecke den Star in dir!",0,5.0,14 Rezensionen, tanja@star-poledance.de,http://www.star-poledance.de,+49 176 456 51 486,https://www.eversports.de/s/star-poledance,2023-05-12 15:57:15
111,Polefriends Halle,6108,Leipziger Straße 36 , 06108 Halle,"Polefriends Halle ist ein Sportstudio für diverse Formen von Poledance. Es befindet sich in Halle und bietet Interessierten Kurse für Einsteiger, Mittelstufe, Fortgeschrittene und Profis an. Außerdem sind Aufbaukurse, Pole & Burlesque Dance sowie Kurse in Lapdance & Striptease im Programm. Zusätzlich bietet das Team „Ladies Nights“ in Halle, Leipzig und Magdeburg an. Das Studio selbst ist großzügig, hell und mit viel Platz zum Ausprobieren angelegt.",0,5.0,38 Rezensionen, info@polefriends.de,http://polefriends.de/,+49 1511 7217064,https://www.eversports.de/s/polefriends-halle,2023-05-12 15:57:16
112,Nisa Verticals,76726,Jungholzstraße 8, 76726 Germersheim,"Fitness und Poledance sind deine Passionen oder könnten es werden? Dann komme ins Nisa Verticals Poledance-Studio in Germersheim am Rhein zwischen Mannheim und Karlsruhe und erlebe in einer wundervoll angenehmen Atmosphäre deine Liebe zu Poledance und Fitness. Hier findest du dein Ganzkörpertraining, das dich so sein lässt wie du bist und dir gleichzeitig Möglichkeiten eröffnet wie du deine Poledance-Fähigkeiten steigern, an deinen persönlichen Zielen arbeiten und ein verbessertes Selbstwert- und Körpergefühl erlangen kannst. Komme ins Nisa Verticals und erlebe schon bald ein gesteigertes körperliches Wohlbefinden!",0,4.9,8 Rezensionen, pole@nisaverticals.de,http://nisaverticals.de,017669824488,https://www.eversports.de/s/nisa-verticals,2023-05-12 15:57:16
113,The Supergirl Studio,85221,Brunngartenstraße 5a , 85221 Dachau,"Trainiere wie ein Supergirl im “The Supergirl Studio”.
Wir bieten Pole Fitness, Exotic/Heels Pole sowie Aerial Hoop, Aerial Silks und Stretching Kurse für Erwachsene an.
In unseren Kursen kannst Du Deinen gesamten Körper, also Bauch, Beine, Po und Arme an der Stange in Form bringen. Hierzu brauchst Du in unseren Basic Kursen keine Vorkenntnisse, einfach anmelden und ausprobieren.
Alle Altersstufen sind hier willkommen und können je nach Niveau am Anfängerkurs (Basic) oder bei den Fortgeschrittenen (Intermediate und/oder Advanced) sowie mixed level Kursen mitmachen.
Kinder können sich im “Pole Fitness Kids” austoben und in ausgewählten Aerial Stunden durch die Lüfte fliegen.
Das Studio ist dank der großen Fenster sehr hell und wirkt sehr einladend.
Duch die hohen Decken sind uns nach oben (fast) keine Grenzen gesetzt und Du kannst bei uns hoch hinaus...",0,4.9,96 Rezensionen, supergirl@poledance-dachau.de,http://www.poledance-dachau.de,+4915758721177,https://www.eversports.de/s/the-supergirl-studio,2023-05-12 15:57:18
114,X-Step Berlin,10963,Tempelhofer Ufer 36 , 10963 Berlin,"✓ Über 30 Sportarten & mehr als 60 Kurse pro Woche ✓ Trainingsschule seit 1996 im Herzen von Berlin Kreuzberg ✓ Professionelles Training in familiärer Atmosphäre
Die familiäre Atmosphäre auf 640 m² macht Lust auf Urlaub und lässt den Alltag schon beim Umziehen vergessen. Unsere Schule besteht aus vier Trainingsräumen und einem Kraftbereich. Die Holzschwingböden sorgen für ein gelenkschonendes Training. Ballettstangen, Matten und der Gerätebereich bieten beste Vorraussetzungen für jede Sportart.
Entdecke jetzt die Vielfalt der Trainingsschule X-Step – dein Wohlfühl-Ort für Bewegung im Herzen von Berlin Kreuzberg direkt am Gleisdreieck Park!",0,4.8,29 Rezensionen, mail@x-step.de,0,+49 030 2616925,https://www.eversports.de/s/x-step-berlin,2023-05-12 15:57:18
115,SweatnDance,50969,Gottesweg 56 - 62 , 50969 Köln,"Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",0,0.0,(Noch keine Bewertungen),0,http://www.sweatndance.com,0221 94194491,https://www.eversports.de/s/sweatndance,2023-05-12 15:57:18
116,PoleWirbel,26133,Alter Postweg 125 , 26133 Oldenburg,"„PoleWirbel“ - Dreh dich wie der Wind. Überzeuge dich selbst vom besten Ganzkörpertraining. Pole Dance kann sowohl athletisch als auch sportlich sein. Alle Altersstufen sind herzlich willkommen.
Das Studio befindet sich in den Räumlichkeiten der Tanzschule „New Revolution“. Diese ist leicht mit dem PKW zu erreichen, da es nahe der Autobahnabfahrt Sandkrug liegt. Parkplätze vor der Halle sind vorhanden. Trainiert wird in einer großen Halle mit einer großen Spiegelwand, an freistehenden X-Pole Stage Stangen, 3 Meter hoch.
Lerne Pole Dance im Einzeltraining oder in einer kleinen Gruppe von 2 Personen. So kann ich auf dich und deine Bedürfnisse genau eingehen mit speziellen Übungen, die auf dich abgestimmt sind.",0,4.9,4 Rezensionen, info@polewirbel.de,https://www.polewirbel.de/,+49 17623458890,https://www.eversports.de/s/polewirbel,2023-05-12 15:57:19
117,Pole Passion Bielefeld,33613,Apfelstraße 75A, 33613 Bielefeld,"""Come in and dance"" heißt es bei Pole Passion Bielefeld. In Kleingruppen wird hier trainiert, was dir garantiert, dass du deine Pole im Training für dich alleine hast. Im Studio ist alles vorhanden, was du für ein Pole Dance Training brauchst. Das Studio in Bielefeld ist sehr gut mit dem Bus oder der Bahn zu erreichen. Auch ein kostenloser Parkplatz steht dir zur Verfügung, wenn du ein Abo im Studio besitzt. Bei Fragen zum Kursangebot oder diversen Veranstaltungen stehen dir die Trainerinnen zur Verfügung.",0,0.0,(Noch keine Bewertungen), info@polepassion.de,http://www.polepassion.de/,+49 017663169504,https://www.eversports.de/s/pole-passion-bielefeld,2023-05-12 15:57:20
118,Polearize,44793,Rottstraße 6 , 44793 Bochum,"Das Poledance-Studio Polearize liegt mitten im Herzen von Bochum und ist fußläufig vom Hauptbahnhof erreichbar. Die Anfängerkurse beginnen immer mit den absoluten Grundlagen. Du musst vorher weder sportlich sein noch tänzerische Vorerfahrung haben. Wenn Du schon länger Pole Dance tanzt, findest Du in den höheren Leveln die passende Herausforderung. Polearize liebt Sport und die Trainer geben alles, damit Du Dich wohl fühlst und Dich jedes Mal auf das Training freuen kannst. Mit Fachwissen und jahrelanger Erfahrung unterstützen wir Dich dabei, Deine Ziele effektiv und auf gesunde Weise zu erreichen. Außer Pole Dance wird auch Aerial Hoop, Stretching, Chairdance und Twerk angeboten.",0,4.9,74 Rezensionen, info@polearize.de,https://www.polearize.de/,+49 01636331603,https://www.eversports.de/s/polearize,2023-05-12 15:57:20
119,Niyaha Yoga Susann Kind,98617,Eduard-Fritze-Straße 5, 98617 Meiningen,"Namasté - Welcome Yogi,
herzlich willkommen im gemütlichen Yogastudio ""Niyaha"" in Meiningen. Die Lehrenden lieben es Yoga zu unterrichten und lieben es für dich eine angenehme Atmosphäre zu schaffen, also fühle dich von ganzem Herzen eingeladen, einzutreten, in deinen neuen Yoga-Ort. Fühle dich wohl, genieße die Zeit für dich und mit dir - Genieße einen Ort der dir Ruhe und Kraft schenkt, der dich vielleicht sogar herausfordert. ErLEBE deine Quality time im Niyaha Yoga-Studio und Entdecke DICH!",0,4.9,19 Rezensionen, info@niyaha-yoga.de,https://www.niyaha-yoga.de,015115100895,https://www.eversports.de/s/niyaha-yoga-susann-kind,2023-05-12 15:57:21
120,Lift Off – Poledance Academy,60314,Location (siehe Buchung) , 60314 Frankfurt am Main,"Die Lift Off – Poledance Academy bietet ihren Besuchern neue Wege, auf moderne Art fit zu werden. Hier kann man lernen, wie man mit Poledance und Mobility-Training seinen Körper gesund, stark & mobil halten kann. Die Lift Off – Poledance Academy bietet sowohl Online-Trainings an, als auch Präsenztrainings in Frankfurt & Viersen. Die Teilnehmer erwartet dabei immer eine lockere Atmosphäre.",0,4.9,30 Rezensionen, info@liftoff-poledance.de,https://www.liftoff-poledance.de/,+49 1739474939,https://www.eversports.de/s/lift-off-poledance-academy,2023-05-12 15:57:21
121,körpernah,45711,Ahsener Straße 130 , 45711 Datteln,"Du möchtest Teil der #körpernahfamilie werden? Aufgerichtet, flexibel, stark und glücklich durchs Leben gehen?
Informiere dich jetzt über unsere Kurse und sei dabei. Wir freuen uns auf deinen Besuch.
PILATES
Das sogenannte ""Power House"" (Kraftzentrum des Körpers) ermöglicht das gesteuerte Bewegen von Wirbelsäule, Armen und Beinen.
Egal, ob du Beweglichkeit, Kraft, Ausdauer, Koordination, Stabilität, oder gar eine Kombination daraus trainieren möchtest, unsere verschiedenen Trainingskonzepte (mit und/ oder ohne Gerät, reine Mattenkurse, Gruppe oder Personaltraining) ermöglichen die Auswahl.
Das Pilates-Training eignet sich für jeden. Unabhängig von Alter, Geschlecht, Konstitution und Fitnesszustand finden wir gemeinsam das richtige Trainingskonzept um deine persönlichen Trainingsziele zu erreichen. Der Kurs ""Pilates mit Kind"" ist unser Rückbildungskurs und kann nach Absprache mit der Hebamme und uns schon frühzeitig begonnen werden.
Wer Pilates trainiert, ändert schon bald seine Bewegungs- und Haltungsgewohnheiten im Alltag und wirkt dadurch nicht nur größer, sondern vor allem gelassener.
​Eine Trainingseinheit umfasst 60 Minuten. Kleine Trainingsgruppen ermöglichen uns Ihre individuelle Korrektur.
POLEDANCE
Poledance beschreibt den akrobatischen Tanz an einer vertikalen Stange.
Ein gesundheitsorientiertes, dem Können angepasstes Training erlauben es jedem bei uns diesen wundervollen Sport zu erlernen.
Im 8- wöchigen Rhythmus erarbeiten wir levelgerechte Choreographien. Dabei legen wir Wert auf eine saubere und körperschonende Ausführung, sowie harmonische Übergänge zwischen den Figuren und Drehungen.
Poledance kann sowohl an einer statischen (Static) als auch an einer sich drehenden (Spinning) Pole durchgeführt werden. Beide Varianten werden in unseren Kursen unterrichtet.
Jede Stunde dauert volle 60 Minuten und wird mit maximal 7 Teilnehmern belegt.
Auch die ganz Kleinen (Luftzirkus Kids = 6-11 Jahre) und Jugendlichen (Luftzirkus Teens = 12-15 Jahre) sind in unseren speziellen Kurskonzepten der Luftakrobatik herzlich willkommen.
AERIAL HOOP
Nur Fliegen ist schöner. An einem Luftring aus Stahl verbindest du Tanz und Akrobatik. Ein Kursformat bei dem die Leggings anbleibt.
AERIAL HAMMOCK
In der seidigen Tuchschlaufe fließt du durch die Luft. Drehungen und turnerische Elemente machen dieses Kursformat zu einem tänzerischen Erlebnis.",0,5.0,20 Rezensionen, info@koerper-nah.de,http://www.koerper-nah.de,+49 02363 5591479,https://www.eversports.de/s/koerpernah,2023-05-12 15:57:22
122,LOFT1 BASEL CITY,4051,Centralbahnplatz 10 , 4051 Basel,"Hell und freundlich und mit 13 Stangen ausgestattet, präsentiert sich das neue Loft1- Studio im gewohnten Stil, direkt am Bahnhof von Basel.
Ein kleiner Balkon, die hohe Decke und der Blick auf den Bahnhofsplatz machen dieses Studio zu etwas besonderem.
Im Loft1 Basel City werden folgende Kurse angeboten: Polefitness, Aerial Hoop und Stretching
Weitere Angebote sind: Schnupperlektionen, Privatstunden, Workshops und Polterevents.
Loft1 steht für Qualität. Unser Ziel ist es dass sich unsere Kunden in den Loft1 Studios wohl fühlen und gemeinsam mit uns ihre Ziele erreichen. Dabei ist der Spass - Faktor im Vordergrund.
Unser Motto: Fitness muss Freude machen.
In den Loft1 Studios herscht eine schöne und unkomplizierte Atmosphäre. Alle Frauen egal in welchem Alter sind bei uns herzlich willkommen!",0,4.7,27 Rezensionen, info@loft1.ch,https://www.loft1.ch/studio-basel-2-2/,0,https://www.eversports.de/s/LOFT1-BASEL-CITY,2023-05-12 20:50:53
123,Body meets Soul Leipzig,4159,Hüfnerstraße , 04159 Leipzig,"„Sorge dich gut um deinen Körper. Es ist der einzige Ort, den du zum Leben hast.“
– Jim Rohn –
Bei BodymeetsSoul steht nicht nur dein Körper im Mittelpunkt. Körper und Geist sind untrennbar miteinander verbunden. Egal ob Yoga oder/und Poledance – ich biete dir Bewegung bei gleichzeitiger Entschleunigung. Ich helfe dir, an deine Grenzen zu gehen, sie zu respektieren und mit ihnen zu spielen. Fordere dich, aber überfordere dich nicht. Du bist verantwortlich für deinen Erfolg – ich für den Prozess.",0,5.0,6 Rezensionen, info@bodymeetssoul-leipzig.de,http://www.bodymeetssoul-leipzig.de,+49  1573 1360379,https://www.eversports.de/s/Body-meets-Soul-Leipzig,2023-05-12 20:50:53
124,Munich Poledance,80636,Leonrodplatz 2, 80636 München,"Herzlich Willkommen bei Munich Poledance.
In einer entspannten und freundlichen Atmosphäre kannst Du Deine ersten Schritte im Poledance wagen, über Dich selbst hinauswachsen und vor allem ganz viel Freude an Bewegung haben.
Wie der Name schon sagt, liegt der Fokus bei Munich Poledance ganz klar auf Poledance (Static, Spin, Heels,...), aber das Angebot umfasst auch weitere Formate wie Aerial Hoop, Chairdance, Floorwork, Lapdance und Strip'nTease sowie FeetUp, Flexibility, Workout und Yoga. Sämtliche Formate können je nach Kursplan als Gruppenkurse oder auf Anfrage auch als Privatstunden/private Kleingruppen gebucht werden. Außerdem gibt es die Möglichkeit für Freies Training im Beisein einer Trainerin. Auch für Mädelsabende, (Geburtstags-)Partys, sowie Junggesellinnenabschiede wird Munich Poledance gerne gebucht.
Bei uns sind natürlich alle Altersstufen und Erfahrungs-Niveaus herzlich Willkommen.
Durch große Fensterfronten wirkt das Studio sehr hell und freundlich. Eine Umkleide mit geräumigen Spinden sowie 2 Duschen ist für unsere KundInnen natürlich auch vorhanden.
Das Munich Poledance Studio liegt direkt am Leonrodplatz in München und ist gut mit den öffentlichen Verkehrsmitteln (Straßenbahnlinie 12/20/21 sowie Buslinie 53) sowie dem Fahrrad und Auto erreichbar.
Über das Team
Seit April 2020 ist die langjährige Trainerin Isabel nun Inhaberin von Munich Poledance.
Da sie Studentin im Bereich Fitness- & Gesundheitsmanagement ist, liegt ihr die Nachhaltigkeit des Trainings sowie ständige Aus- und Weiterbildung sehr am Herzen. Um ein möglichst gesundes, sicheres und vielfältiges Training anzubieten, ist das Munich Poledance Trainerteam deswegen sehr gut ausgebildet und hochwertig zertifiziert.
Natürlich soll der Spaß und Freude an Bewegung auch nicht zu kurz kommen und so bringen alle TrainerInnen ihre eigene Seite und den persönlichen Humor mit in die Stunden mit ein.
Besuche uns und lerne unser einzigartiges Trainerteam kennen!
Fragen und Antworten
Was sollte ich sonst noch wissen?
Alle häufig gestellten Fragen findest Du in unserem Q&A auf der Website. Für weitere Fragen steht Dir das MPD Team per E-Mail (isabel@munich-poledance.de) oder telefonisch/per WhatsApp unter 015906736735 gerne zur Verfügung.",0,4.9,74 Rezensionen, isabel@munich-poledance.de,https://www.munich-poledance.de,015906736735,https://www.eversports.de/s/Munich-Poledance,2023-05-12 20:50:54
125,UpsideDown Studio Friedrichsdorf,61381,Am Houiller Platz 4D , 61381 Friedrichsdorf,"Das Studio UpsideDown ist in Friedrichsdorf zu finden. Interessierte können Aerial Hoop (Luftkünste), Poledance, Stretch und Relax trainieren. Für Freiluftenthusiasten ist ein Outdoor-Training, eine Kombination aus Kraft und Ausdauer, möglich. Aerial Hoop wird in luftiger Höhe praktiziert und kommt einem Flug durch die Lüfte sehr nahe. Im Studio UpsideDown können Neueinsteiger ihre Fitness auf akrobatische Weise auf die Probe stellen.",0,4.8,3 Rezensionen, info@upsidedown-studio.de,https://www.upsidedown-studio.de/,+491724519252,https://www.eversports.de/s/UpsideDown-Studio-Friedrichsdorf,2023-05-12 20:50:55
126,Pole Paradise,50739,Ravensburgerstraße 110-112, 50739 Köln,"Das Pole Paradise in Köln ist ein Studio, in dem Tanz und Leidenschaft mit der Stange eins werden. Angeboten werden Poledance Kurse auf verschiedenen Leveln, verschiedene Gymnastikkurse an der Stange, Aerial Hoop und Aerial Flow. Es gibt auch spezielle Angebote für Kids, Workshops, Ferienrabatte und Einsteiger-Angebote. Das Angebot ist umfangreich, komm einfach mal vorbei und lass dich von Poledance im Pole Paradise überzeugen",0,4.9,61 Rezensionen, poleparadise@gmx.de,https://www.pole-paradise.com,+491774616007,https://www.eversports.de/s/Pole-Paradise,2023-05-12 20:50:56
127,Luftbonbon,32547,Königstraße 45 , 32547 Bad Oeynhausen,"Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",0,5.0,9 Rezensionen, info@luftbonbon.com,https://www.luftbonbon.com/,01622572081,https://www.eversports.de/s/Luftbonbon,2023-05-12 20:50:57
128,Center of Moving Arts,64625,Fabrikstraße 21, 64625 Bensheim,"Das Center of Moving Arts liegt 100m entfernt vom Edeka Jakobi Center in Bensheim.
Das Studio hat 3 Tanzräume und eine gemütliche Bar mit über 700qm. Liebevoll eingerichtet mit einer Lounge erwartet dich ein Tanzzentrum mit Stil und Charme im ""Industrial - Look"". Du kannst frei nach belieben Kurse wie Pole-Dance, Aerial Hoop, Hip Hop / New Style / Millennium Classes / Videoclip, Jazz / Modern / Contemporary, Bungee Dance und Yoga buchen. Die ausnahmslos professionell ausgebildete Dance-Coaches sorgen in jedem Style für Energie, Niveau und Spaß.
Du erreichst das Center of Moving Arts zu Fuß in 10min vom Hauptbahnhof und hast direkt vor unserem Center Parkmöglichkeiten.",0,4.9,18 Rezensionen, info@center-of-moving-arts.de,http://www.center-of-moving-arts.de,+4962519447196,https://www.eversports.de/s/Center-of-Moving-Arts,2023-05-12 20:50:58
129,Glow Sports Club,78244,Industriepark 201 , 78244 Gottmadingen,"In unserem Glow Sports Club sind alle herzlich Willkommen ganz nach unserem Motto - FOR EVERYBODY & EVERY BODY!
In unserem hellen und modernen Studio stehen dir drei Kursräume mit 144m² Fläche zur Verfügung. Du wirst von einem top ausgebildeten und motivierten Team empfangen.
Unsere Deckenhöhe beträgt 3.60m, perfekte Bedingungen für Aerial Sports. Durch unsere großzügig verspiegelten Wände könnt ihr euch während dem Training selbst gut beobachten. Der Unterricht findet in kleinen Gruppen statt, so können wir dir immer eine familiäre Atmosphäre bieten.
It’s not only a Club – It’s a feeling",0,4.9,13 Rezensionen, info@glowsportsclub.de,http://www.glowsportsclub.de,+49 171 6444114,https://www.eversports.de/s/Glow-Sports-Club,2023-05-12 20:50:58
130,pure body concepts OLD,85591,Zugspitzstraße 2A, 85591 Vaterstetten,"Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",0,0.0,(Noch keine Bewertungen), info@pure-body-concepts.de,0,+49 8106 3774499,https://www.eversports.de/s/pure-body-concepts,2023-05-12 20:50:59
