"Pole Studio","Stadt","Land","Adresse","PLZ","Telefonnummer","E-Mail-Adresse","Webseite","Facebook","Instagram","Art","ID","Angebot","Beschreibung","Updated Date","Owner","Created Date","Bildergalerie","Richtigkeit der Angaben","Pole Studios (Pole Studio)","Online Studios (Pole Studio)","Inaktiv","Löschvermerk"
"Das Tanz-Center","Bocholt","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""MS"",""name"":""Münster"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Bocholt"",""name"":""Bocholt"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Bocholt"",""location"":{""latitude"":51.8396632,""longitude"":6.6228545},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""1"",""name"":""Friedrich-Wilhelm-Straße"",""apt"":""""},""formatted"":""Friedrich-Wilhelm-Straße 1, 46397 Bocholt, Deutschland"",""country"":""DE"",""postalCode"":""46397""}","46397","'+0049 (0) 2871 260414","service@tanz-center.de","https://tanz-center.de/kurse-und-clubs/poledance","https://www.facebook.com/tanzcenter","https://www.instagram.com/dastanzcenter/","Pole Studio","c67a93e8-f2b5-48e0-847a-8408a3c0235c",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/das-tanz-center","/onlinestudio/das-tanz-center",,
"PoleCreation","Kempten ","Deutschland","{""subdivisions"":[{""code"":""BY"",""name"":""Bayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Schwaben"",""name"":""Schwaben"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Kempten (Allgäu)"",""name"":""Kempten (Allgäu)"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Kempten (Allgäu)"",""location"":{""latitude"":47.7212139,""longitude"":10.3115511},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""11"",""name"":""Immenstädter Straße"",""apt"":""""},""formatted"":""Immenstädter Str. 11, 87435 Kempten (Allgäu), Deutschland"",""country"":""DE"",""postalCode"":""87435"",""subdivision"":""BY""}","87435",,"polecreationstudio@gmail.com","https://www.polecreation.de/poledanceinkempten","http://""unbekannt""","https://www.instagram.com/polecreation_/","Pole Studio","c6a91d4f-6aae-4b38-ae67-ee244bdec999",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/polecreation","/onlinestudio/polecreation",,
"Tanzschule Poledance Reutlingen","Reutlingen","Deutschland","{""subdivisions"":[{""code"":""BW"",""name"":""Baden-Württemberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""TÜ"",""name"":""Tübingen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Pfullingen"",""name"":""Pfullingen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Pfullingen"",""location"":{""latitude"":48.47401060000001,""longitude"":9.2244984},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""60"",""name"":""Uhlandstraße"",""apt"":""""},""formatted"":""Uhlandstraße 60, 72793 Pfullingen, Reutlingen, Deutschland"",""country"":""DE"",""postalCode"":""72793"",""subdivision"":""BW""}","72793","0172 9257171","info@poledance-reutlingen.de","https://www.poledance-reutlingen.de/","https://www.facebook.com/poledancereutlingen/","https://www.instagram.com/poledance_reutlingen/","Pole Studio","c6e3678b-f389-4a21-af73-8262935c97af",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/tanzschule-poledance-reutlingen","/onlinestudio/tanzschule-poledance-reutlingen",,
"Fl'air Studios Berlin","Berlin","Deutschland","{""subdivisions"":[{""code"":""BE"",""name"":""Berlin"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Berlin"",""name"":""Berlin"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Berlin"",""location"":{""latitude"":52.5136612,""longitude"":13.4229199},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""15-18"",""name"":""Holzmarktstraße"",""apt"":"""",""formattedAddressLine"":""Holzmarktstraße 15-18""},""formatted"":""Holzmarktstraße 15-18, Berlin, Deutschland"",""country"":""DE"",""postalCode"":""10179"",""subdivision"":""BE""}","10179","030 994049850"," info@flair-studios.de","https://flair-studios.de/bookings/","https://www.facebook.com/flairstudiosberlin","https://www.instagram.com/flair_studios/","Pole Studio","c70e16bf-655c-47cc-9d7e-3572a26882ef",,,2023-10-08T09:57:35Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-10-08T09:55:07Z,,,"/polestudio/fl'air-studios-berlin","/onlinestudio/fl'air-studios-berlin",,
"Pole Dance & Fitness","Ammerbuch","Deutschland","{""subdivisions"":[{""code"":""BW"",""name"":""Baden-Württemberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""TÜ"",""name"":""Tübingen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Ammerbuch"",""name"":""Ammerbuch"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Ammerbuch"",""location"":{""latitude"":48.5541562,""longitude"":8.9069408},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""25"",""name"":""Fasanenweg"",""apt"":""""},""formatted"":""Fasanenweg 25, 72119 Ammerbuch, Deutschland"",""country"":""DE"",""postalCode"":""72119"",""subdivision"":""BW""}","72119",,"info@poledance-ammerbuch.de","https://poledance-ammerbuch.de/","https://www.facebook.com/profile.php?id=100064196407280","https://www.instagram.com/poledance_ammerbuch/","Pole Studio","c8bd4f62-f5d4-4563-aa59-5cfaf1d9242a",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/pole-dance-%26-fitness","/onlinestudio/pole-dance-%26-fitness",,
"Stadtgazellen Osnabrück","OsnabrücK","Deutschland","{""subdivisions"":[{""code"":""NDS"",""name"":""Niedersachsen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Osnabrück"",""name"":""Osnabrück"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Osnabrück"",""location"":{""latitude"":52.2659108,""longitude"":8.0641977},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""12"",""name"":""Neulandstraße"",""apt"":""""},""formatted"":""Neulandstraße 12, 49084 Osnabrück, Deutschland"",""country"":""DE"",""postalCode"":""49084""}","49084","0174 3017074","info@stadtgazellen.de","https://stadtgazellen.de/","https://www.facebook.com/stadtgazellen","https://www.instagram.com/stadtgazellen/","Pole Studio","c97f793f-b57f-450f-8ecc-64aad8faeba8",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/stadtgazellen-osnabr%C3%BCck","/onlinestudio/stadtgazellen-osnabr%C3%BCck",,
"Polefamily Koblenz","Koblenz","Deutschland","{""formatted"":""Löhrstraße 48, 56068 Koblenz""}","56068","0176/62680953","info@polefamily-koblenz.de","https://polefamily-koblenz.de/kontakt-2/","https://www.facebook.com/polefamilykoblenz/?locale=de_DE","https://www.instagram.com/polefamilykoblenz/?hl=de","Pole Studio","cab68318-db0a-4974-9c2e-b811b5244ffc",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-04-08T11:34:34Z,,,"/polestudio/polefamily-koblenz","/onlinestudio/polefamily-koblenz",,
"Tanzteufel Denzlingen","Denzlingen","Deutschland","{""subdivisions"":[{""code"":""BW"",""name"":""Baden-Württemberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Freiburg"",""name"":""Freiburg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Denzlingen"",""name"":""Denzlingen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Denzlingen"",""location"":{""latitude"":48.0676755,""longitude"":7.8672772},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""125"",""name"":""Markgrafenstraße"",""apt"":""""},""formatted"":""Markgrafenstraße 125, 79211 Denzlingen, Deutschland"",""country"":""DE"",""postalCode"":""79211"",""subdivision"":""BW""}","79211",,"info@tanzteufel-poledance.com","https://www.tanzteufel-poledance.com/","https://www.facebook.com/tanzteufelpoledance","https://www.instagram.com/tanzteufel_polestudio/","Pole Studio","cad391ca-5acd-412e-937a-4036d9f090fa",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/tanzteufel-denzlingen","/onlinestudio/tanzteufel-denzlingen",,
"Star Poledance","Weilerswist","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""K"",""name"":""Köln"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Weilerswist"",""name"":""Weilerswist"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Weilerswist"",""location"":{""latitude"":50.7487994,""longitude"":6.848634499999999},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""6"",""name"":""Rudolf-Diesel-Straße"",""apt"":""""},""formatted"":""Rudolf-Diesel-Straße 6, 53919 Weilerswist, Deutschland"",""country"":""DE"",""postalCode"":""53919""}","53919","0176 45651486","tanja@star-poledance.de","https://www.star-poledance.de/","https://www.facebook.com/StarPoledance53919/","https://www.instagram.com/star_poledance/","Pole Studio","cad7bd8d-63ba-42b2-a8fd-b937dec17dd4",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/star-poledance","/onlinestudio/star-poledance",,
"Poda Studio","Aachen","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""K"",""name"":""Köln"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""AC"",""name"":""Aachen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Aachen"",""location"":{""latitude"":50.7789926,""longitude"":6.0865325},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""10"",""name"":""Martinstraße"",""apt"":""""},""formatted"":""Martinstraße 10-12, 52062 Aachen, Deutschland"",""country"":""DE"",""postalCode"":""52062""}","52062","'+49 241 9571 9917","info@podastudio.de","https://www.podastudio.de","https://www.facebook.com/podastudio/","https://www.instagram.com/podastudio/","Pole Studio","caeb8b6e-1459-428f-ba21-d6fa39cd2052","<p>* Pole, Aerial &amp; Dance</p><p>* Kurse, Workshops &amp; Privatstunden</p><p>* Fotoshootings &amp; Events </p>","<p>Poda ist das größte Pole Dance &amp; Luftakrobatik Studio in Aachen und der Euregio. Neben Pole Dance, Luftakrobatik &amp; Dance Kursen beiten wir auch Workshops &amp; Events zu unterschiedlichen Themen an. Unter professioneller Anleitung zeigen wir dir Pole Dance &amp; Luftakrobatik in den schönsten Facetten. Ob sportlich, akrobatisch, tänzerisch, sexy oder elegant. Mit Witz &amp; Fachwissen.</p><p>Pole, Dance &amp; Fly with us!</p>",2023-07-01T23:54:59Z,"898f7a13-7264-4bd2-a982-70552df86937",2022-11-22T20:48:01Z,"[{""description"":"""",""slug"":""898f7a_ac47ea75c3ac46a693f777b0e2655d9d~mv2.png"",""alt"":"""",""src"":""wix:image://v1/898f7a_ac47ea75c3ac46a693f777b0e2655d9d~mv2.png/Facebook%2520Cover%2520Poda%2520Studio%2520Pole%2520%2526%2520Aerial%2520Dance%2520Aachen%2520.png#originWidth=2050&originHeight=780"",""title"":""Facebook Cover Poda Studio Pole & Aerial Dance Aachen .png"",""type"":""image"",""settings"":{""width"":2050,""height"":780,""focalPoint"":[0.5,0.5]}}]",true,"/polestudio/poda-studio","/onlinestudio/poda-studio",,
"POLE LOFT","Forchheim","Deutschland","{""city"":""Forchheim"",""location"":{""latitude"":49.7034828,""longitude"":11.0619556},""streetAddress"":{""number"":""8"",""name"":""Daimlerstraße"",""apt"":"""",""formattedAddressLine"":""Daimlerstraße 8""},""formatted"":""Daimlerstraße 8, 91301 Forchheim, Deutschland"",""country"":""DE"",""postalCode"":""91301"",""subdivision"":""BY""}","91301","0152 55809145","info@poleloft-fo.de","http://www.poleloft-fo.de",,"http://www.instagram.com/poleloft","Pole Studio","cb884891-aa54-44b1-bcf6-3e72767041b5","<p>• Schnupperstunden</p><p>• Beginner, Intermediate &amp; Advanced Kurse</p><p>• Poleparty &amp; JGA</p><p>• Workshops</p><p>• Flyingpole</p><p>• PoleStrap</p><p>• Aerial Hoop</p>","<p>Unser Studio liegt im Herzen Forchheims.</p><p>Das POLELOFT im Industrie Stil zum Wohlfühlen.</p><p> </p><p>5 X-POLE Stangen (Take Away System) 4x Edelstahl 1x Pulverbeschichtet</p><p>1x FlyingPole Gympole (2 verschiedene Aufhängungsmöglichkeiten)</p><p>3x Aerial Hoop</p>",2023-05-22T17:46:06Z,"923372e8-3003-437c-834b-81befa02d32d",2023-03-10T13:55:28Z,"[{""description"":"""",""slug"":""img_6019-2.jpg_0"",""alt"":"""",""src"":""wix:image://v1/923372_d2dcea9ade504ba6b4a938bc68059ad2~mv2.jpg/img_6019202.jpg#originWidth=4032&originHeight=2268"",""title"":""IMG_6019 2.JPG"",""type"":""image"",""settings"":{}}]",true,"/polestudio/pole-loft","/onlinestudio/pole-loft",,
"ST Polestudio","Calw","Deutschland","{""subdivisions"":[{""code"":""BW"",""name"":""Baden-Württemberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""KA"",""name"":""Karlsruhe"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Calw"",""name"":""Calw"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Calw"",""location"":{""latitude"":48.70407059999999,""longitude"":8.7323301},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""47"",""name"":""Walkmühleweg"",""apt"":""""},""formatted"":""Walkmühleweg 47, 75365 Calw, Deutschland"",""country"":""DE"",""postalCode"":""75365"",""subdivision"":""BW""}","75365",,"st_polestudio@yahoo.de","https://www.st-polestudio.de/","https://www.facebook.com/stpolestudio","https://www.instagram.com/st_polestudio/","Pole Studio","cbac8a04-2cc7-4a66-84ae-0ed6e68c9b59",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/st-polestudio","/onlinestudio/st-polestudio",,
"Pole Dance-Studio Karlsruhe","Karlsruhe","Deutschland","{""subdivisions"":[{""code"":""BW"",""name"":""Baden-Württemberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""KA"",""name"":""Karlsruhe"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Karlsruhe"",""name"":""Karlsruhe"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Karlsruhe"",""location"":{""latitude"":49.011647,""longitude"":8.397959900000002},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""9-11"",""name"":""Akademiestraße"",""apt"":""""},""formatted"":""Akademiestraße 9-11, 76133 Karlsruhe, Deutschland"",""country"":""DE"",""postalCode"":""76133"",""subdivision"":""BW""}","76133","0175 6000121","info@poledance-studio.de","http://www.poledance-studio.de/","http://""unbekannt""","http://""unbekannt""","Pole Studio","cbcb9f95-4aaa-43cd-8426-db981aedb30a",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/pole-dance-studio-karlsruhe","/onlinestudio/pole-dance-studio-karlsruhe",,
"Dance & Fly Pole Studio","Schongau","Deutschland","{""subdivisions"":[{""code"":""BY"",""name"":""Bayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Oberbayern"",""name"":""Oberbayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Schongau"",""name"":""Schongau"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Schongau"",""location"":{""latitude"":47.8085917,""longitude"":10.8796699},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""8"",""name"":""Burggener Straße"",""apt"":""Gewerbegebiet Lerchenfeld""},""formatted"":""Burggener Str. 8, 86956 Schongau, Deutschland"",""country"":""DE"",""postalCode"":""86956"",""subdivision"":""BY""}","86956","08861 2269655","info@dance-fly-pole.de","https://dance-fly-pole.de/","https://www.facebook.com/danceflypole","https://www.instagram.com/danceandflypolestudio/","Pole Studio","cc531421-c3a7-485e-a6b8-52726a3cbab4",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/dance-%26-fly-pole-studio","/onlinestudio/dance-%26-fly-pole-studio",,
"Die Dance Academy by Wipper","Bruchsal","Deutschland","{""subdivisions"":[{""code"":""BW"",""name"":""Baden-Württemberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""KA"",""name"":""Karlsruhe"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Bruchsal"",""name"":""Bruchsal"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Bruchsal"",""location"":{""latitude"":49.13321190000001,""longitude"":8.589557799999998},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""50"",""name"":""Schwetzinger Straße"",""apt"":""""},""formatted"":""Schwetzinger Str. 50, 76646 Bruchsal, Deutschland"",""country"":""DE"",""postalCode"":""76646"",""subdivision"":""BW""}","76646","07251 9238162","service@die-danceacademy.de","https://die-danceacademy.de/","https://www.facebook.com/dein.wipper/","https://www.instagram.com/dein.wipper/","Pole Studio","cc87cb32-2732-467b-8d76-991a3e4f5485",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/die-dance-academy-by-wipper","/onlinestudio/die-dance-academy-by-wipper",,
"Freaky Pole Cats Straubing","Straubing","Deutschland","{""subdivisions"":[{""code"":""BY"",""name"":""Bayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Niederbayern"",""name"":""Niederbayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""SR"",""name"":""Straubing"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Straubing"",""location"":{""latitude"":48.8869328,""longitude"":12.6316357},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""51"",""name"":""Dornierstraße"",""apt"":""""},""formatted"":""Dornierstraße 51, 94315 Straubing, Deutschland"",""country"":""DE"",""postalCode"":""94315"",""subdivision"":""BY""}","94315","01516 4062755","freakypole@gmail.com","https://www.freaky-pole-cats.de/","https://www.facebook.com/FreakyPoleCats/","https://www.instagram.com/freakypolecats/","Pole Studio","cd005433-c4e0-4f3b-8535-31c5b3768948",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/freaky-pole-cats-straubing","/onlinestudio/freaky-pole-cats-straubing",,
"PoleSide","Schwaigern","Deutschland","{""city"":""Bad Friedrichshall"",""location"":{""latitude"":49.22952,""longitude"":9.19829},""streetAddress"":{""number"":""5"",""name"":""Saline"",""apt"":"""",""formattedAddressLine"":""Saline 5""},""formatted"":""Saline 5, 74177 Bad Friedrichshall, Deutschland"",""country"":""DE"",""postalCode"":""74177"",""subdivision"":""BW""}","74193","0176 22 780 120 oder 017661437754","info@poleside.de","http://poleside.de","https://www.facebook.com/poleside.de","https://instagram.com/poleside.de","Pole Studio","ce252f26-048f-42cf-a1ad-953492ff58e7","<p>Poledance</p><p>Aerial Hoop</p><p>Aerial Yoga</p>","<p>Our Poleside of Life. </p><p> </p><p>Wir sind ein Polestudio mit zwei Standorten. </p>",2023-05-22T17:46:06Z,"644e022b-c4f4-476d-9b3b-8c2bb18d74b3",2023-02-02T13:07:45Z,"[{""description"":"""",""slug"":""63404e03-e807-420d-a9f4-a9ff4a23710d.jpeg_0"",""alt"":"""",""src"":""wix:image://v1/644e02_b5ebae2ec51e434b889e825df9294f60~mv2.jpeg/63404e03-e807-420d-a9f4-a9ff4a23710d.jpeg#originWidth=2268&originHeight=4032"",""title"":""63404E03-E807-420D-A9F4-A9FF4A23710D.jpeg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""9f3d817c-795b-402f-acb0-07d0a2cd13e3.jpeg_0"",""alt"":"""",""src"":""wix:image://v1/644e02_e3c635c0cdca4ffc8151713a2cf83a69~mv2.jpeg/9f3d817c-795b-402f-acb0-07d0a2cd13e3.jpeg#originWidth=4032&originHeight=2268"",""title"":""9F3D817C-795B-402F-ACB0-07D0A2CD13E3.jpeg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""b3d6686c-defe-497a-90e4-b19f913909fa.jpeg_0"",""alt"":"""",""src"":""wix:image://v1/644e02_ab3de6f6b8ce4c29a30efac0151ce605~mv2.jpeg/b3d6686c-defe-497a-90e4-b19f913909fa.jpeg#originWidth=2268&originHeight=4032"",""title"":""B3D6686C-DEFE-497A-90E4-B19F913909FA.jpeg"",""type"":""image"",""settings"":{}}]",true,"/polestudio/poleside","/onlinestudio/poleside",,
"Unique Studios","Schweinfurt","Deutschland","{""formatted"":""Luitpoldstr. 17, 97421 Schweinfurt""}","97421","'+49 170 5218512","info@uniquestudios.de","http://www.uniquestudios.de/","https://www.facebook.com/polefitness.wuerzburg","https://www.instagram.com/uniquestudios.de/","Pole Studio","ce80062a-c013-478c-87f7-67d8c23de181",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-04-08T11:34:34Z,,,"/polestudio/unique-studios","/onlinestudio/unique-studios",,
"Pole Passion Bielefeld","Bielefeld","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Detmold"",""name"":""Detmold"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""BI"",""name"":""Bielefeld"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Bielefeld"",""location"":{""latitude"":52.0276383,""longitude"":8.5542933},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""24"",""name"":""Am Stadtholz"",""apt"":""""},""formatted"":""Am Stadtholz 24-26, 33609 Bielefeld, Deutschland"",""country"":""DE"",""postalCode"":""33609""}","33609","0176 63169504","info@polepassion.de","https://polepassion.de/","https://www.facebook.com/polepassionbielefeld","https://www.instagram.com/polepassion.de/","Pole Studio","d140b31d-b93a-4eee-8f41-4b6997abe116",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/pole-passion-bielefeld","/onlinestudio/pole-passion-bielefeld",,
"a heart for poledance","Bergisch Gladbach","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""K"",""name"":""Köln"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Bergisch Gladbach"",""name"":""Bergisch Gladbach"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Bergisch Gladbach"",""location"":{""latitude"":50.99962679999999,""longitude"":7.0999604},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""6"",""name"":""Nußbaumer Straße"",""apt"":""""},""formatted"":""Nußbaumer Str. 6, 51469 Bergisch Gladbach, Deutschland"",""country"":""DE"",""postalCode"":""51469""}","51469",,"info@aheartforpoledance.de","https://www.aheartforpoledance.de/","https://www.facebook.com/aheartforpoledance","https://www.instagram.com/a_heart_for_poledance/","Pole Studio","d1b6b180-1b30-4a21-858e-86e14f7f7a13",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/a-heart-for-poledance","/onlinestudio/a-heart-for-poledance",,
"Aerial Amazons","Innsbruck","Österreich","{""subdivisions"":[{""code"":""Tirol"",""name"":""Tirol"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Innsbruck"",""name"":""Innsbruck"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Innsbruck"",""name"":""Innsbruck"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""AT"",""name"":""Österreich"",""type"":""COUNTRY""}],""city"":""Innsbruck"",""location"":{""latitude"":47.2596019,""longitude"":11.3752007},""countryFullname"":""Österreich"",""streetAddress"":{""number"":""16"",""name"":""Mitterweg"",""apt"":"""",""formattedAddressLine"":""Mitterweg 16""},""formatted"":""Mitterweg 16/2, 6020 Innsbruck, Österreich"",""country"":""AT"",""postalCode"":""6020""}","6020",,"verein@aerial-amazons.com","https://www.aerial-amazons.com/",,"https://www.instagram.com/aerial_amazons/","Pole Studio","d1dadde8-f0fe-4f41-9c53-1c71f4834716",,,2023-10-15T21:54:01Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-10-15T21:51:02Z,,,"/polestudio/aerial-amazons","/onlinestudio/aerial-amazons",,
"Pole Studio Koblenz","Weißenthurm","Deutschland","{""formatted"":""Hauptstraße 8, 56575 Weißenthurm ""}","56575","0170/9677826","info@polestudio-koblenz.de","https://www.polestudio-koblenz.de/",,"https://www.instagram.com/pole.studio.koblenz/?hl=de","Pole Studio","d2b3335a-54e6-4b7d-a05a-8f552e8f5b12",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-04-08T11:34:34Z,,,"/polestudio/pole-studio-koblenz","/onlinestudio/pole-studio-koblenz",,
