"Name","Art","Inaktiv","Datum","Owner","Webseite","Uhrzeit","Enddatum","Level","Preis","Dauer","Kategorie","Beschreibung","Trainer","Anbieter","Pole Studio","Stadt","Land","Kurzbeschreibung","Schwerpunkte","Titelbild","Portfolio","Favoriten","Created Date","Löschvermerk","ID","Updated Date","Trainerbeschreibung","Trainerbild","Richtigkeit der Angaben","Bilder inkludiert","Kosten pro Bild","Events (All)","Events (Name)"
"Twerk Basics","Workshop",,"2023-12-10","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/GsY5S8z","17:30 - 18:30 Uhr",,"Beginner","ab 25,00 €",,"Dance (no pole)","<p class=""font_8"">Twerking ist ein alter westafrikanischer Tanz, der Ähnlichkeiten zum „Mapouka Dance“ aus Cote D`Ivoire aufweist. Ähnlich wie andere afro-karibische Tänze, ist dieser Tanz ein Ausdruck des Widerstandes gegen männliche Vorgaben zur weiblichen Sexualität. Ursprünglich wurde Twerking zu afrikanischer Musik getanzt. Mittlerweile sind es Musikrichtungen wie Bounce/Crunk, Hip Hop and Trap Music. Der Begriff des „Twerking“ wurde erstmalig 1993 benutzt, als dieser Tanzstil über die Videos von Beyoncé, Rihanna oder Nicki Minaj Einzug in die Musik- und Unterhaltungsindustrie hielt.</p>","<p class=""font_8"">Becky</p>",,"aff95b8f-66f1-49f0-997e-ff70484a05c7","Berlin","Deutschland",,,,,,2023-12-03T19:12:33Z,,"556a8c7d-8127-4b8a-9490-e23ab1c12622",2023-12-03T19:14:01Z,,,,,,"/workshop/","/event/twerk-basics"
"Robean Pole Camp Vol 5","Pole Camp",,"2024-02-20","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.instagram.com/robeanstudio_bali/",,"2024-02-25","Alle Level","ab $796",,,"<p class=""font_8"">⭐️6 Amazing Instructors will teach their Exotic Style.</p>","<p class=""font_8""><a href=""https://www.instagram.com/polina.larovski/"">@polina.larovski</a><br>
<a href=""https://www.instagram.com/louis_pxdpolesg/"">@louis_pxdpolesg</a><br>
<a href=""https://www.instagram.com/daphnelux/"">@daphnelux</a><br>
<a href=""https://www.instagram.com/polisha_li_/"">@polisha_li_</a><br>
<a href=""https://www.instagram.com/vika_poledance/"">@vika_poledance</a><br>
<a href=""https://www.instagram.com/naomi_pink_princess/"">@naomi_pink_princess</a></p>","robeanstudio bali",,"Bali","Indonesien",,,,,,2023-10-15T21:33:00Z,,"559fc926-fa10-4c3d-8acc-60d726e63eab",2023-10-15T21:35:23Z,,,,,,"/workshop/","/event/robean-pole-camp-vol-5"
"Aerial Cruise Croatia","Pole Camp",true,"2023-08-19","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.aerialcruisecroatia.com/",,"2023-08-12",,"ab 1850 €",,,"<p class=""font_8""><strong>Aerialists of all levels are welcome!</strong></p>
<p class=""font_8"">We recommend being comfortable with inversions &amp; climbs and being able to spend a few minutes up in the air.</p>
<ul class=""font_8"">
  <li><p class=""font_8"">7 days&nbsp;on board the sailing yacht (cabins with double beds)</p></li>
  <li><p class=""font_8"">All food on board: Breakfast, Lunch, and Dinner* (*We eat out in a restaurant 4 times which is not included), Filled self-service fridge 24h with snacks and fruits</p></li>
  <li><p class=""font_8"">All drinks on board: water, orange juice, soft drinks, coffee, tea</p></li>
  <li><p class=""font_8"">25 hours of open Training above the sea - every day (except arrival- and departure day)</p></li>
  <li><p class=""font_8"">Aerial workshops daily, 2 workshops included; additional workshops for 25.- per class</p></li>
  <li><p class=""font_8"">All side activities: SUP, mermaiding, snorkeling daily, sailing, dolphin watching, hiking depending on weather</p></li>
  <li><p class=""font_8"">All aerial and rigging equipment (silks, hammock, net), plus mermaid tails.</p></li>
  <li><p class=""font_8"">All fees (harbor dues, docking fees, permits, tourist tax, etc.)</p></li>
  <li><p class=""font_8"">Two skippers and two aerial instructors will be on board to keep you safe and comfortable at all times</p></li>
  <li><p class=""font_8"">Aerial Cruise Croatia welcome pack</p></li>
</ul>",,"Aerialsea & Aerial Silk Vienna",,"Kroatien","Kroatien","Come, fly with us above the sea, and join this unique Aerial Retreat on board a sailing yacht.",,,,,2023-04-25T16:26:38Z,,"56398613-dff0-4746-a5e9-ea89225b6268",2023-08-20T13:24:55Z,,,,,,"/workshop/","/event/aerial-cruise-croatia"
"Politov Pole Camp Oktober","Pole Camp",true,"2023-10-01","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.instagram.com/politovpolecamp/",,"2023-10-10",,"ab 1500 €",,,"<p class=""font_8"">▪️PLACE: Turkey, Antalya, Çiralı<br>
<br>
▪️TRAINING PROGRAM: 20 pole and nonpole trainings, morning breathing techniques and exercises<br>
<br>
▪️INCLUDED ACTIVITIES: boat trip, fire mountain climbing, ancient Olympos city ruins, airtrack session, beach pole/water pole sessions, flying pole, foam pit 🌊<br>
<br>
▪️HOTEL: 2 people can live in double room, 3 or 4 people can live in a family room (u can choose)<br>
<br>
▪️FOOD: breakfast &amp; dinner (vegan and vegetarian option available by request)<br>
<br>
▪️TRANSFER: the private bus will take u from the airport to the camp and back<br>
<br>
▪️PRICES:<br>
<br>
1350 EUR per person (if u share family room with 2 or 3 friends)<br>
<br>
1450 EUR per person (if u share double room with one friend)</p>","<p class=""font_8"">Dimitry Politov</p>","Dimitry Politov",,"Türkei, Antalya, Çiralı","Türkei","20 Classes, 10 days, food, water/beach/flying pole",,,,,2023-08-25T14:43:15Z,,"577200f8-ffbf-41e0-950d-5e592b77014b",2023-10-08T09:40:06Z,,,,,,"/workshop/","/event/politov-pole-camp-oktober"
"WORKSHOP: Pole Doubles (Anfänger & Mittelstufe)","Workshop",,"2023-12-17","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/HWyREC6","15:00 - 16:30 Uhr",,,"ab 27,00 €",,"Pole Double",,"<p class=""font_8"">Pia</p>",,"b394d11b-835d-4214-8945-2ca9977ebf82","Ludwigsburg","Deutschland",,,,,,2023-12-03T19:12:33Z,,"58a3f9e5-2890-496b-ab5c-a4a06dd644c3",2023-12-03T19:14:25Z,,,,,,"/workshop/","/event/workshop%3A-pole-doubles-(anf%C3%A4nger-%26-mittelstufe)"
"Pole on Heels mit Becky* ONLINE","Workshop",,"2024-01-28","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/CbbUEIN","15:15 - 16:15 Uhr",,"Intermediate","ab 25,00 €",,"Pole & Heels",,"<p class=""font_8"">Becky</p>",,"aff95b8f-66f1-49f0-997e-ff70484a05c7","Berlin","Deutschland",,,,,,2023-12-03T19:12:33Z,,"5a1cadbd-2ca1-42fe-a853-5404ccddaab3",2023-12-03T19:13:46Z,,,,,,"/workshop/","/event/pole-on-heels-mit-becky*-online"
"Polefitness Kids","Workshop",,"2024-01-10","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/bFfG7kg","17:00 - 18:00 Uhr",,"Alle Level","ab 43,00 €",,"Pole Kids",,"<p class=""font_8"">Julia</p>",,"2c8142f8-a5f7-43de-90f9-1fddc3fff6b9","Celle","Deutschland",,,,,,2023-12-03T19:12:33Z,,"5a24a823-839e-401e-91e0-81364ca72be1",2023-12-03T19:13:06Z,,,,,,"/workshop/","/event/polefitness-kids"
"International Pole Dance Camp Maledives","Pole Camp",true,"2023-12-02","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://poledancecamp.com/maldives",,"2023-12-11",,"ab 1890 $",,,"<p>We make the program in such a way that you would not <span style=""font-weight:bold"">only train</span>, but <span style=""font-weight:bold"">also rest</span>. So we use the 2+1 system.<br/><br/>You will have alternation between: <span style=""font-weight:bold"">Two</span> training days → Rest <span style=""font-weight:bold"">day</span> → <span style=""font-weight:bold"">Two</span> training days → Rest <span style=""font-weight:bold"">Day</span>, and so on.<br/><br/>This helps you recover from intense workouts + relax (swim in the Indian Ocean or just relax in a hotel).</p><p> </p><p>About training</p><p>On each training day, you will have 5 hours of#n; classes.<br/>Only about 30 classes per camp!<br/><br/>You will find a training area by the sea, 9 Pole4You poles, a platform for yoga, stretching, acrobatics, as well as summer pole for beautiful photosets against the background of the sea!</p>","<p>.</p>","Pilonia",,"Malediven","Malediven","Powerful workouts, snorkeling and diving, picnics on the white sandy beach... are you with us?",,,,,2023-08-23T12:19:45Z,,"5b2ffd30-504d-49d5-b6b5-30c7d550ce87",2023-12-05T12:10:18Z,,,true,,,"/workshop/","/event/international-pole-dance-camp-maledives"
"X-Mas Kids Workshop 1","Workshop",,"2023-12-17","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/9gZfNmL","13:30 - 14:30 Uhr",,"Alle Level","ab 15,00 €",,"Pole Kids","<p class=""font_8"">Aufgepasst!</p>","<p class=""font_8"">Lara</p>",,"4592ac9b-7961-46f7-b348-d62b995f0259","Gelsenkirchen","Deutschland",,,,,,2023-12-03T19:12:33Z,,"5be575c4-79ff-49e6-8ba7-d165231a748a",2023-12-03T19:14:25Z,,,,,,"/workshop/","/event/x-mas-kids-workshop-1"
"Pole in Paradise Pole Camp 2024","Pole Camp",,"2024-05-08","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://clients.mindbodyonline.com/ASP/main_enroll.asp?studioid=1411&tg=13&vt=28&lvl=&stype=-11&view=day&trn=100000027&page=&catid=&prodid=&date=05%2f08%2f24&classid=0&prodGroupId=&sSU=&optForwardingLink=&qParam=&justloggedin=&nLgIn=&pMode=0&loc=1",,"2024-05-12","Alle Level","1.100 $",,,"<p class=""font_8"">PIP POLE CAMP MAY 2024 IN HAWAII 🌺 We only have a handful of spot left so Register Now! Deets below 👇🏽 Pole in Paradise Pole Camp to be held on MAY 8th - 12th, 2024 here in our very own Fit For a Goddess Studios!!! Our guest instructors have been apart of the Pole &amp; Movement Industry for long enough to be known worldwide for their unique specialties both on &amp; off the pole!</p>
<p class=""font_8"">Drum roll pleaseeeeeeeeeee! Our Guest Instructors ARE: Yvonne Smirk, Jenyne Butterfly and Marlo Fisken</p>
<p class=""font_8"">DEETS: WHEN: May 8th-12th, 2024 WHERE: Fit For a Goddess Studios (Oahu) 320 Ward Ave Suite 202/203 Honolulu, HI 96814</p>
<p class=""font_8"">EARLY BIRD PRICE $999 ONLY AVAILABLE TIL 9/30/2023</p>
<p class=""font_8"">REG PRICE: $1,100</p>
<p class=""font_8"">*Payment Plans Available* (4 payments of $285 (+ taxes) must be paid in Full by March 1st, 2024) DM us asap to register &amp; claim your spot! CALL us 808-262-6979 to set up Payment Plan!</p>
<p class=""font_8"">THIS POLE CAMP WILL BE SO EPIC so make sure to secure your spot asap as we know space will be limited or full soon! 🔥 *Registration fee must be paid in full or first installment of payment plan must be complete to claim spot. Early bird pricing must be paid in full for the discounted rate; no payment plan is available for the early bird discounted price. No full refunds are allowed; partial refund allowed up to 1/31/2024. After 1/31/2024 no refunds are allowed. Flight, accommodations, etc are to be covered by you. Must abide by all current safety restrictions at camp. Participants MUST participate, no spectators allowed. Once you’ve registered, you’ll get more deets/itinerary as we get closer to the event. Please be sure to provide CORRECT contact info.*</p>","<p class=""font_8"">Yonne Smink</p>
<p class=""font_8"">Jenyne Butterfly</p>
<p class=""font_8"">Marlo Fisken</p>","Fit for a Goddess",,"Honolulu","Hawaii",,,,,,2023-09-22T08:29:06Z,,"5c0ce13e-47b7-481f-9590-1cac2e063050",2023-09-22T08:33:19Z,,,,,,"/workshop/","/event/pole-in-paradise-pole-camp-2024"
"U can fly camp","Pole Camp",true,"2023-10-21","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://taplink.cc/u_can_fly_camp",,"2023-10-26","Alle Level","ab 1.290 €",,,"<p class=""font_8"">✅ You will pump your skills on hoop and tissue<br>
✅ You will learn new tricks and combinations<br>
✅ You will try tricks that you would never have dared to do alone<br>
✅ You meet aerialists from different countries&nbsp;&nbsp;<br>
‌✅ And finally you will have a vacation near the ocean and an opportunity to explore the most beautiful places around</p>","<p class=""font_8"">Oleksandra (aerial selenkova)</p>","Oleksandra (aerial selenkova)",,"Lissabon","Portugals",,,,,,2023-09-22T19:40:53Z,,"5f9d813b-efbe-43aa-9b37-31cff33156d7",2023-10-22T09:47:13Z,,,,,,"/workshop/","/event/u-can-fly-camp"
"Sensual Pole Dance mit Becky*","Workshop",,"2024-01-28","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/OCn8iAw","15:15 - 17:15 Uhr",,"Intermediate","ab 55,00 €",,"Pole & Heels","<p class=""font_8"">Wir arbeiten an femininen, verführerischen und sinnlichen Tanzbewegungen an der Stange, um unserer weiblichen Körperästhetik vollen Ausdruck zu verleihen. Wir trainieren nicht nur körperliche Fitness, sondern arbeiten auch an unserer erotisch sinnlichen Theatralik und Körpersprache. Die Sensual Pole Dance Klasse hilft dir dabei, an Selbstvertrauen zu gewinnen, dich schön und sinnlich in deiner eigenen Haut zu fühlen und dem ganzen tänzerisch und spielerisch Ausdruck zu verleihen. Mit der Zeit entwickelst du eine unwiderstehliche sinnliche Aura. Du bist, was du tust. Gedanken werden zu Worten, Worte zu Taten und Taten werden zu deinem Charakter. Wir schleifen den Diamanten und holen raus, was schon immer in dir war!</p>","<p class=""font_8"">Becky</p>",,"aff95b8f-66f1-49f0-997e-ff70484a05c7","Berlin","Deutschland",,,,,,2023-12-03T19:12:33Z,,"60bebf7f-76c3-484e-9bc0-2246fb4bb02a",2023-12-03T19:13:46Z,,,,,,"/workshop/","/event/sensual-pole-dance-mit-becky*"
"Dark Hypno Flow mit Renan Leal","Workshop",,"2023-12-17","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/event/feZwftI","15:45 - 17:15",,,"ab 62,00 €",,"Pole Flow",,,,"a4626992-dc91-48c2-8511-c4e011ff75b0","Heidelberg","Deutschland",,,,,,2023-12-03T19:12:32Z,,"61086ff6-09ce-41df-b13c-fdbb08aeaf12",2023-12-03T19:14:25Z,,,,,,"/workshop/","/event/dark-hypno-flow-mit-renan-leal"
"X-Mas Fotoshooting Pole / Aerial 18.11.23 mit Benedikt Biesemeier","Fotoshooting",true,"2023-11-18","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/z6zARn5","10:00 - 11:00 Uhr",,,"ab 119,00 €",,,,"<p class=""font_7"">o.T.</p>",,"caeb8b6e-1459-428f-ba21-d6fa39cd2052","Aachen",,,,,,,2023-09-26T15:05:55Z,,"61a5946f-4d21-4f82-8070-bcc0ae82d7f1",2023-11-19T08:49:06Z,,,,,,"/workshop/","/event/x-mas-fotoshooting-pole-%2F-aerial-18.11.23-mit-benedikt-biesemeier"
"Hip Hop Pole Choreo Workshop","Workshop",,"2024-03-16","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/2f93D4_","12:45 - 14:15 Uhr",,"Alle Level","ab 35,00 €",,"Pole Choreo","<p class=""font_8"">In diesem Workshop werden Hip Hop Dance Moves und Pole Elemente kombiniert und zu einer Choreografie verbunden. Macht euch auf was gefasst - es wird musikalisch und verrückt, wobei der Spaß an der Choreo im Vordergrund steht!</p>","<p class=""font_8"">Celine</p>",,"caeb8b6e-1459-428f-ba21-d6fa39cd2052","Aachen","Deutschland",,,,,,2023-12-03T19:12:32Z,,"61ddb574-4ba7-425f-b94a-f34560d254f2",2023-12-03T19:16:22Z,,,,,,"/workshop/","/event/hip-hop-pole-choreo-workshop"
"Heel Trickin' | Hard Style Pole Tricks 49€","Workshop",,"2024-01-06","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/Ii6OIMq","15:00 - 17:00 Uhr",,"Alle Level","ab 49,00 €",,"Pole & Heels",,"<p class=""font_8"">Verena</p>",,"9f0c2de2-b065-4f92-aae4-d7ab53ba397f","Gelsenkirchen","Deutschland",,,,,,2023-12-03T19:12:32Z,,"61f40940-e847-48f8-8f51-180630a4aec3",2023-12-03T19:12:48Z,,,,,,"/workshop/","/event/heel-trickin'-%7C-hard-style-pole-tricks-49%E2%82%AC"
"Pole Heels Special: Snow Flow - Up to the North Pole","Workshop",,"2023-12-10","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/s1FcJzQjY","13:00 - 14:30 Uhr",,,"ab 38,00 €",,"Pole Flow",,"<p class=""font_8"">Emmy</p>",,"59346f3f-196e-4f88-9254-f96a161b6eff","Münster","Deutschland",,,,,,2023-12-03T19:12:33Z,,"6239264f-1189-4753-ac1b-efb96b2a39b8",2023-12-03T19:14:01Z,,,,,,"/workshop/","/event/pole-heels-special%3A-snow-flow---up-to-the-north-pole"
"Frame Up Choreo","Workshop",,"2023-12-17","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/mBhWRUy","13:45 - 15:15 Uhr",,"Alle Level","ab 39,00 €",,"Pole Choreo","<p class=""font_8"">ohne Pole / alle Level</p>","<p class=""font_8"">Guest Teacher</p>",,"86947534-3dfe-41c1-8ca0-75976ee36668","Aschaffenburg","Deutschland",,,,,,2023-12-03T19:12:33Z,,"63cbe72b-9aea-4838-adde-6f01fb4aa284",2023-12-03T19:14:29Z,,,,,,"/workshop/","/event/frame-up-choreo"
"PSO Switzerland Pole Championship","Wettkampf",true,"2023-07-08","284241e1-0e53-4183-b67f-34edcfb7c8b1","http://polesportorg.com/collections/competitors/products/2023-compete-switzerland-zurich",,"2023-07-09",,,,,"<p>Live events will look different but we will do our best to ensure that you have an amazing experience performing along with safety precautions that meet local guidelines.</p><p><span style=""font-style:italic"">We will be making the following changes:</span></p><p>- Competitors for now will be limited to themselves +1 spectator ticket. To enforce that limit we will include that ticket price in the initial entry fee. If restrictions are loosened before the event, we will sell additional tickets, but this is not guaranteed.</p><p>- We try our best to offer check in and pole testing at various times on Friday, Saturday and Sunday to help spread out those crowds.</p><p>- The laws and guidance per event location changes frequently, so we will update the <span style=""text-decoration:underline""><a href=https://polesportorg.com/blogs/news/masks-at-pso-events target=undefined>masking policies on this post</a></span> as we go forward.</p><p>Other changes, such as schedules, pole cleaning, total number of allowed volunteers and audience members per hour, etc. will be announced closer to the date of the event as COVID guidelines evolve. We are also considering virtual judging to reduce the number of people in attendance.</p><p>While we know that events may look different for the time being, we look forward to welcoming you all back in person with elbow bump hellos and jazz hand greetings!</p><p><span style=""font-weight:bold"">Entry fees are non-refundable.</span> Panic Button Guarantee: email us within 24 hours of signing up, and we&#x27;ll refund you, no questions asked.</p>",,,,"Zürich",,"Join us for 2023 PSO Switzerland Pole Championships, the world's largest pro-am pole dancing competition as we come to Zurich, Switzerland. ","<p>- Championship</p><p>- Doubles/Groups</p><p>- Dramatic</p><p>- Exotic</p><p>- Entertainment</p><p> </p><p>Levels:</p><p>- Amateur 1-5</p><p> </p><p>Age groups:</p><p>- Junior<br/>- Senior<br/>- Master</p><p>- Grand Master</p>",,,,2022-12-23T18:21:26Z,,"641e1c26-6919-4f10-ae96-8d02f41bee60",2023-07-09T20:34:55Z,,,true,,,"/workshop/","/event/pso-switzerland-pole-championship"
